"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"98",73,14958910,1056.4,1,1082.1,531.3,18,0.54,537.6,14958927
"99",193,14959122,936.1,1,1066.4,525.5,26,2.67,539.8,14959147
"100",69,14959906,947.3,1,967.4,543.9,18,0.43,538.2,14959923
"101",376,14960295,523.1,1,953.5,528.8,45,8.67,550.5,14960339
"102",155,14960604,428.9,1,524.7,552.2,22,1.93,569.8,14960625
"103",525,14960801,1335,1,435.4,575.3,58,17.91,502.6,14960858
"104",189,14961085,1410.9,1,1336.4,500.6,25,2.19,422.3,14961109
"105",254,14961739,1121.3,1,1389.6,421.6,44,5.45,454.4,14961782
"106",233,14962031,956.1,1,1109.5,456.8,25,3.21,492.7,14962055
"107",189,14962346,797.9,1,917.3,494.7,24,2.47,517.2,14962369
"108",1165,14962904,720,1,802.6,534.3,194,1.91,489.1,14963097
"109",243,14963162,939.4,1,744.7,465.1,29,3.98,483.7,14963190
"110",114,14963665,935,1,989.9,483.9,21,1.12,484.8,14963685
"111",50,14963974,942.1,1,924.8,479.8,7,0.36,482.1,14963980
"112",64,14964248,983.9,1,955.5,471.1,11,0.59,476.7,14964258
"113",120,14965185,896.9,1,949.7,495.6,22,1.08,494.7,14965206
"114",98,14965707,959.6,1,905.4,490.5,18,1.13,501.4,14965724
"115",103,14965990,924.7,1,952.8,496.6,20,1.33,555,14966009
"116",57,14966289,956.8,1,932.1,553.6,10,0.51,557.9,14966298
"117",115,14966575,907.4,1,960.9,546.6,22,1.1,539.7,14966596
"118",72,14966842,951,1,915.1,534.1,14,0.74,540.1,14966855
"119",210,14967120,643,1,947.2,537.8,45,6.19,508,14967164
"120",188,14967325,538.4,1,649.7,516.3,24,2.36,478.7,14967348
"121",500,14967501,1364.7,1,545.8,482.6,56,16.35,503.6,14967556
"122",54,14968360,1351.8,1,1335.8,503.3,15,0.5,522.2,14968374
"123",241,14968938,1104,1,1332.7,526.5,41,4.62,546.3,14968978
"124",179,14969289,994.8,1,1100,547.4,22,2.14,547.2,14969310
"125",133,14971805,895.4,1,961.9,538.4,19,1.36,544.2,14971823
"126",58,14973677,920.6,1,933.3,546.1,19,0.33,536,14973695
"127",347,14973970,451.2,1,926.6,535.1,47,9.57,493.8,14974016
"128",125,14974345,473.2,1,455.2,496.7,21,1.77,411.9,14974365
"129",513,14974493,1380.9,1,478.9,398.7,59,18.03,479.5,14974551
"130",180,14974842,1480.7,1,1372,476.7,24,2.17,486.7,14974865
"131",96,14975122,1442.5,1,1490,483.7,16,1.04,461.3,14975137
"132",541,14975549,474.2,1,1445,454.1,60,19.24,489.7,14975608
"133",173,14976340,618.4,1,492.2,487.8,26,2.55,506.5,14976365
"134",225,14976620,852.7,1,662.3,495.8,31,3.86,505.9,14976650
"135",504,14976672,1047.4,1,898.2,520.6,194,3.05,536.3,14976865
"136",58,14977673,1080.9,1,1056.6,491.6,12,0.59,507.4,14977684
"137",268,14978018,858.5,1,1080.9,517.6,40,4.54,500.5,14978057
"138",170,14978581,964.4,1,862.8,488.3,23,2.21,526.4,14978603
"139",43,14979397,961.8,1,965.5,518.1,16,0.15,524.5,14979412
"140",133,14979688,911.4,1,959.6,514.9,23,1.01,525.9,14979710
"141",81,14980136,973.9,1,921.1,527.5,17,1.11,541.5,14980152
"142",153,14980358,902.7,1,973.8,537.4,25,1.45,534.7,14980382
"143",48,14980726,949.5,1,930.6,539.8,12,0.52,556.9,14980737
"144",414,14980844,418.1,1,949.3,555.7,48,10.75,479.4,14980891
"145",523,14981142,1395.4,1,437.2,504.7,60,19,486.7,14981201
"146",324,14981957,892.7,1,1373.8,480.7,62,10.41,669.5,14982018
"147",82,14982212,957.6,1,904.3,661.9,18,1.09,667.7,14982229
"148",124,14982544,925.2,1,984.2,661.1,38,3.04,524.7,14982581
"149",178,14982710,1041.5,1,932.9,534.6,23,2.22,523.7,14982732
"150",181,14983122,938.8,1,1041.3,519.5,24,2.09,525.7,14983145
"151",139,14983980,1009.6,1,952.1,527.1,22,1.21,540.9,14984001
"152",171,14984739,902.8,1,990.3,532.8,26,1.78,536.6,14984764
"153",136,14985491,1009.5,1,921.4,543.2,22,1.8,552.5,14985512
"154",172,14986271,906.1,1,1005.3,554.6,22,2.02,557.5,14986292
"155",92,14987325,905.1,1,927.9,545.9,22,0.59,528,14987346
"156",269,14987670,457.1,1,901.4,529.6,50,9.02,461.5,14987719
"157",511,14987915,1348,1,471.6,470,67,17.46,467.9,14987981
"158",554,14988259,415.6,1,1360.8,471.1,67,18.76,443,14988325
"159",1881,14988899,1034.4,1,410.7,441.9,244,12.51,465.8,14989142
"160",660,14989600,1040.4,1,1068.9,499.8,186,1,539.2,14989785
"161",284,14990963,792,1,1036.9,531,39,5.05,492.6,14991001
"162",292,14991370,177.7,1,794.6,492.2,67,12.23,406.3,14991436
"163",207,14991744,-19.8,1,191.9,415.8,42,4.83,274.7,14991785
"164",108,14992049,51.2,1,-11.3,276.3,18,1.15,270.9,14992066
"165",382,14992686,885.8,1,41.7,279.9,97,16.51,376.6,14992782
"166",95,14993202,899.9,1,880.7,387.8,23,1.31,448,14993224
"167",197,14993386,899.8,1,908.5,441.8,26,2.61,568.1,14993411
"168",38,14993701,898.5,1,907.7,567.9,7,0.25,559.7,14993707
"169",1185,14993821,931.7,1,910.2,579.2,93,0.59,560.1,14993913
"170",49,14994194,917.2,1,933,524.1,9,0.39,534.6,14994202
"171",354,14995187,537,1,916.6,532.8,42,7.67,502,14995228
"172",489,14995566,1429.4,1,539.4,508.5,59,17.71,477,14995624
"173",406,14996527,805.6,1,1401.1,472.2,57,12.01,438.6,14996583
"174",212,14996842,927.7,1,809.2,447,24,2.58,490.6,14996865
"175",95,14997163,919.9,1,945.9,479.8,21,0.75,505.8,14997183
"176",71,14997614,960.3,1,925.1,515.8,18,0.89,541,14997631
"177",72,14998035,937,1,952.3,530.3,20,0.32,527.3,14998054
"178",125,14998714,911.6,1,962.7,524.5,22,1.05,531.3,14998735
"179",147,14998995,1002.5,1,915.2,530.2,22,1.78,534.6,14999016
"180",88,14999357,967.7,1,996.2,521.5,22,0.59,526.4,14999378
"181",102,14999783,956.5,1,959.1,526.1,28,0.18,517.8,14999810
"182",70,15000828,944,1,961.7,522.4,18,0.39,529.5,15000845
"183",91,15001035,912.5,1,942.8,529.6,21,0.65,539,15001055
"184",292,15002031,530.8,1,930.9,531.1,44,8.07,512.3,15002074
"185",390,15002346,1250.2,1,536.5,523.7,57,14.35,475.2,15002402
"186",127,15002680,1285.4,1,1255.8,475.1,23,1.55,545,15002702
"187",1182,15003518,286.4,1,1265.5,540.9,267,19.28,524.2,15003784
"188",1364,15003993,978.2,1,335.4,539.9,251,12.81,593.8,15004243
"189",263,15004724,1204.6,1,977.8,563.7,40,4.6,563,15004763
"190",133,15005004,1273.4,1,1190.7,562.9,21,1.67,557.3,15005024
"191",134,15005349,1412.1,1,1296,542.5,37,2.55,594.5,15005385
"192",177,15005739,1294.9,1,1388.1,593.5,21,1.9,612.8,15005759
"193",235,15006013,1391.7,1,1284.6,619.1,36,4.79,833.8,15006048
"194",343,15006249,870.7,1,1389.4,829.8,68,14.16,353.9,15006316
"195",84,15007595,890.9,1,853,395.8,16,0.81,407.9,15007610
"196",212,15007769,905.2,1,881.7,400.5,29,3.18,552.5,15007797
"197",35,15008725,948.5,1,940.7,549.2,6,0.21,555.9,15008730
"198",349,15008885,514.7,1,950.5,553.4,49,8.81,514,15008933
"199",504,15009271,1424.6,1,528.9,519,60,17.81,495.8,15009330
"200",177,15009609,1552.4,1,1423.4,497.1,26,2.61,528.2,15009634
"201",584,15009933,500.6,1,1547.3,532.3,62,20.58,539.4,15009994
"202",261,15011866,1201,1,507.6,546.4,77,13.93,496.8,15011942
"203",282,15012828,912.6,1,1186,503.8,45,5.55,497.3,15012872
"204",178,15013103,1032.3,1,917.3,498.7,24,2.37,515.2,15013126
"205",150,15013549,980.3,1,1043.7,504.7,24,1.43,534.3,15013572
"206",130,15013843,1049.3,1,981.3,527.1,19,1.39,533.9,15013861
"207",111,15014440,1155.5,1,1061.9,517.2,30,1.91,506.9,15014469
"208",343,15014616,915.2,1,1146.7,505.2,40,4.72,521.5,15014655
"209",79,15014854,939.2,1,902.2,533.3,14,0.78,542.8,15014867
"210",153,15015573,858.2,1,942.9,545.6,20,1.75,559.1,15015592
"211",364,15015769,445.8,1,850.5,547.4,43,8.09,545.5,15015811
"212",115,15016018,443.1,1,457.4,555.8,24,1.74,471,15016041
"213",531,15016163,1376,1,441.2,474.6,58,18.55,461.7,15016220
"214",113,15016962,1421.5,1,1361,468.9,17,1.24,482.8,15016978
"215",190,15017167,1300.9,1,1417.4,486.7,23,2.4,515.3,15017189
"216",98,15017440,1227.3,1,1265.6,515,20,0.98,544.5,15017459
"217",272,15017739,957.4,1,1226.1,541.3,44,5.45,546.2,15017782
"218",117,15018270,1027.9,1,967.7,537.9,17,1.26,523.4,15018286
"219",174,15019007,929.6,1,1031.2,502,24,2.08,513.7,15019030
"220",245,15020171,1131.9,1,917,498.5,34,4.37,501.9,15020204
"221",277,15021240,901.7,1,1077.5,498.4,26,3.61,520,15021265
"222",1145,15021591,821.2,1,909.6,556.7,136,2.03,602.7,15021726
"223",174,15022007,954.4,1,843.6,541.1,24,2.27,551.9,15022030
"224",87,15022289,930.2,1,958.2,554.2,20,0.58,549,15022308
"225",53,15022665,943.5,1,917.8,546,18,0.84,514,15022682
"226",364,15023021,457.4,1,940.6,517.2,47,9.69,526.3,15023067
"227",53,15023248,465.1,1,463.3,527.9,11,0.5,503.5,15023258
"228",540,15023328,1411.9,1,466.4,503.5,67,18.76,458.4,15023394
"229",257,15023928,1192.9,1,1426.8,463.5,40,5.09,560.9,15023967
"230",231,15024259,1046.1,1,1190.7,556,24,2.94,545.1,15024282
"231",199,15024882,903.6,1,1035.8,531.6,25,2.69,531.9,15024906
"232",153,15025406,817.1,1,889.9,528.2,26,1.48,532.3,15025431
"233",260,15025554,1072.5,1,818.8,537.9,41,5.16,543.6,15025594
"234",171,15025826,995,1,1073.7,540.8,30,1.66,520,15025855
"235",52,15026647,998,1,976.9,525.8,9,0.43,525.7,15026655
"236",139,15028607,963.5,1,1006,536.4,29,0.87,537.1,15028635
"237",105,15028834,916.4,1,955.8,537.9,21,0.81,544.2,15028854
"238",44,15029068,940.6,1,927.8,546.1,6,0.26,545.5,15029073
"239",103,15029494,915.3,1,950.5,538.7,23,0.72,536.5,15029516
"240",117,15029755,966.8,1,911.5,527.7,22,1.13,527.1,15029776
"241",419,15029911,467.2,1,960.7,524.6,53,9.98,466.5,15029963
"242",506,15030180,1355.9,1,454.8,478.7,66,17.92,497.8,15030245
"243",150,15030624,1520.3,1,1377.5,502.6,35,2.95,544.1,15030658
"244",270,15031120,1212.1,1,1489.4,540.2,48,5.58,501.2,15031167
"245",288,15031535,962.2,1,1218.9,507.9,41,5.21,506.6,15031575
"246",83,15032686,1002.7,1,958.1,504.5,14,0.92,511.9,15032699
"247",102,15034011,956.3,1,1010.1,494.2,17,1.11,503.1,15034027
"248",132,15035728,919.3,1,970.4,494.1,24,1.21,524.1,15035751
"249",368,15036712,472.5,1,907.7,538.1,44,8.73,533.1,15036755
"250",207,15036948,380.3,1,481,544.7,32,2.01,528.5,15036979
"251",538,15037157,1335.5,1,374.4,542.3,67,19.03,499,15037223
"252",142,15037506,1411.6,1,1364.5,502.8,23,1.1,531.3,15037528
"253",146,15037982,1325.3,1,1411.2,528.7,20,1.72,534.4,15038001
"254",238,15038193,1043,1,1304.2,521.8,48,5.3,499.7,15038240
"255",242,15038361,817.4,1,1047.3,503,40,4.68,498.8,15038400
"256",113,15039114,921.1,1,857.9,515.1,19,1.32,529.4,15039132
"257",156,15039725,959.8,1,926.3,526.4,26,2.37,416.6,15039750
"258",247,15041606,766,1,930.5,414.3,29,3.64,483.4,15041634
"259",226,15042157,949.8,1,757.1,503.7,37,3.93,492.9,15042193
"260",166,15042465,897.7,1,957.5,498.9,25,1.58,547.9,15042489
"261",55,15042856,922.3,1,901.9,558.5,8,0.43,563.6,15042863
"262",54,15043485,917.1,1,927,563.8,18,0.38,548.3,15043502
"263",368,15043669,464,1,912.5,544.7,45,9.09,484.2,15043713
"264",87,15044084,455.7,1,472.5,496.1,21,0.36,503.1,15044104
"265",53,15044519,441.3,1,450.8,515.1,18,0.19,513,15044536
"266",438,15044888,1365.5,1,436.9,505.6,64,18.43,486.3,15044951
"267",159,15045181,1412.4,1,1369.5,491.1,29,1.44,548.1,15045209
"268",1189,15045415,604.4,1,1432.5,544.8,211,16.49,571.1,15045625
"269",990,15045886,1011,1,630.6,559.4,262,7.7,547.8,15046147
"270",82,15047204,986.4,1,1006.3,543.9,22,0.5,529.6,15047225
"271",55,15048247,967.3,1,988.4,504.1,11,0.47,512.8,15048257
"272",142,15049271,921.9,1,991.2,511,24,1.43,522.1,15049294
"273",68,15049846,939.7,1,942.3,541.5,20,0.08,544.7,15049865
"274",405,15050456,476.9,1,923,542.3,53,8.96,531.4,15050508
"275",495,15050769,1405.4,1,476.7,549.9,70,18.45,486.8,15050838
"276",97,15051155,1470.6,1,1438.8,489.9,21,0.63,488.3,15051175
"277",314,15051669,1092.9,1,1451.6,481.7,46,7.2,482.9,15051714
"278",226,15052057,890.1,1,1086.8,501.3,44,4.11,547.2,15052100
"279",155,15052319,1022.8,1,894.6,542.7,35,2.62,533.7,15052353
"280",109,15052960,966.5,1,1018.3,520.8,24,1.08,532.7,15052983
"281",143,15055066,919.9,1,968.2,539,27,0.99,533.5,15055092
"282",61,15055461,945.8,1,918.3,536.9,12,0.57,542.3,15055472
"283",133,15056206,907.2,1,943.5,527.5,29,0.8,542.8,15056234
"284",156,15056349,981.8,1,902.4,544.8,24,1.62,544.9,15056372
"285",179,15056544,899.6,1,971.9,537.6,32,1.48,544.5,15056575
"286",92,15056823,953.5,1,900.8,548.3,19,1.11,562.3,15056841
"287",91,15057129,915.8,1,946.7,550.3,21,0.64,557,15057149
"288",301,15057336,466.7,1,917.9,555.7,50,9.19,478.7,15057385
"289",115,15057549,492.2,1,480.9,499.1,20,1.38,432.6,15057568
"290",504,15057684,1396.4,1,499.1,436.3,66,17.86,444.8,15057749
"291",188,15057972,1342.3,1,1428.2,453.7,23,1.77,475.4,15057994
"292",857,15058416,1315,1,1330.5,494.5,400,1.67,574.8,15058815
"293",859,15058951,858.9,1,862.9,557,193,0.18,564.8,15059143
"294",200,15059694,1036.5,1,897.8,546.7,27,2.83,557,15059720
"295",219,15061003,892.1,1,995.5,541.8,34,2.29,498.1,15061036
"296",93,15062810,883.7,1,907.9,527.6,23,0.49,528.5,15062832
"297",69,15063176,923.9,1,891.3,537.8,14,0.67,543.6,15063189
"298",164,15063599,866.4,1,927.5,543.7,29,1.27,531.4,15063627
"299",213,15063961,710.8,1,851.7,529.1,26,2.87,542.9,15063986
"300",308,15064137,497.5,1,724.3,546.5,30,4.57,522.5,15064166
"301",188,15064350,354.8,1,477.3,530.3,24,2.42,519.8,15064373
"302",539,15064653,1374.4,1,367.9,520.9,62,19.91,463.9,15064714
"303",192,15064934,1463.7,1,1383.3,470.8,33,1.6,472.7,15064966
"304",349,15065439,820.3,1,1463.7,480.3,67,12.9,490.9,15065505
"305",66,15065688,820.9,1,827.5,497.8,21,0.22,506.2,15065708
"306",428,15066281,-43.1,1,824.7,490.5,67,17.35,753.8,15066347
"307",367,15066685,960.8,1,-12.8,750.9,81,19.56,453.9,15066765
"308",502,15067070,1870.8,1,964.6,450,84,19.53,900.5,15067153
"309",178,15067369,1912,1,1875.4,901.6,28,2.24,1016.3,15067396
"310",482,15067617,1145.8,1,1942.9,1004.1,69,18.4,463.4,15067685
"311",339,15068326,841.8,1,1130.4,485.9,44,5.87,482,15068369
"312",125,15068846,901.1,1,848.7,496,22,1.08,502.5,15068867
"313",151,15069846,912.9,1,952.1,507.1,29,1.12,545.5,15069874
"314",44,15070328,934.7,1,919.8,543.4,7,0.3,544.1,15070334
"315",47,15070687,940.8,1,928.3,539.8,17,0.28,534.2,15070703
"316",215,15070974,1232.7,1,929,526.7,45,6.16,520.3,15071018
"317",219,15071182,1370.2,1,1224.6,519.3,25,2.94,534.5,15071206
"318",583,15071375,508.5,1,1376.9,529.7,66,17.33,467.7,15071440
"319",203,15072242,725.7,1,503.3,483.3,42,4.51,516,15072283
"320",84,15073356,768.3,1,726.9,531.8,13,0.84,533.6,15073368
"321",283,15073659,1097.9,1,773.5,524.6,46,6.59,533.8,15073704
"322",130,15074061,1065,1,1105.5,523.8,29,0.89,540,15074089
"323",140,15074407,1021.6,1,1053.9,525.3,30,0.67,518.7,15074436
"324",113,15075034,1036.5,1,1003.8,523.5,24,0.81,546.3,15075057
"325",197,15075604,922.9,1,1032.5,536.9,25,2.26,519.4,15075628
"326",41,15076859,930.1,1,921.6,523.5,14,0.44,543,15076872
"327",360,15077831,508.9,1,914,555.9,54,8.14,547.2,15077884
"328",544,15078078,1394.1,1,496.3,556.2,67,17.88,492.3,15078144
"329",71,15078446,1431,1,1426,508.7,16,0.72,473.8,15078461
"330",602,15078652,468.4,1,1427.1,469.2,64,19,509.3,15078715
"331",159,15079323,599.4,1,472.4,512.5,27,2.53,509.6,15079349
"332",1060,15079483,1150.1,1,632.3,500.8,150,10.58,581.6,15079632
"333",491,15079813,1157,1,1161,576.7,196,0.13,572,15080008
"334",365,15080442,820,1,1204.4,565.7,44,7.8,598.4,15080485
"335",41,15081243,859.3,1,841.2,601.9,18,0.49,586,15081260
"336",142,15081499,959.6,1,864,577,22,1.95,568.1,15081520
"337",146,15082087,902.4,1,985.6,535.1,21,1.71,524.8,15082107
"338",121,15082389,856.4,1,916.8,514.9,24,1.24,523.9,15082412
"339",111,15082926,919.6,1,864.1,504.3,20,1.14,510.3,15082945
"340",46,15083285,820.3,1,816.6,496.2,5,0.08,496.2,15083289
"341",191,15083560,905.7,1,811.1,506.5,25,2.06,541.5,15083584
"342",105,15084058,881.6,1,924.8,541.1,23,0.92,553.7,15084080
"343",182,15084444,993.3,1,883.9,556.2,23,2.22,559.3,15084466
"344",226,15084643,919.5,1,1009.3,553.4,34,1.88,532.4,15084676
"345",458,15084777,425.8,1,908,543.7,55,9.78,466.7,15084831
"346",527,15085038,1329.1,1,421,472.6,67,18.04,484.8,15085104
"347",284,15087536,1019.6,1,1305.5,496,53,5.78,493,15087588
"348",817,15087925,942.9,1,1015.9,529.1,148,1.7,489.2,15088072
"349",685,15088261,1037,1,944.2,486.9,157,1.89,489,15088417
"350",160,15088957,985.3,1,1040.4,500.6,31,1.15,488.3,15088987
"351",108,15089775,1010.9,1,959.1,494,21,1.08,504.5,15089795
"352",122,15090294,934.7,1,998.2,501.1,23,1.29,502.7,15090316
"353",181,15090463,895.1,1,952.9,502.8,30,1.34,533.5,15090492
"354",379,15091624,511,1,906.2,551.9,52,8.01,502.8,15091675
"355",538,15091861,1382.9,1,494.7,507,65,17.69,468.5,15091925
"356",204,15092194,1321.1,1,1404,482.1,30,1.66,481.9,15092223
"357",717,15093675,915.7,1,1261.6,485.8,224,7.04,456.4,15093898
"358",576,15094085,1045.6,1,910.8,482.6,206,2.78,502.3,15094290
"359",1130,15094558,1025.1,1,1043.4,519.5,150,0.73,489,15094707
"360",768,15095013,1089.6,1,1023.9,493.8,178,1.34,495.5,15095190
"361",53,15095815,1070.4,1,1052.1,470.3,15,0.63,495,15095829
"362",661,15095921,1040.4,1,1071.8,508.9,140,0.88,479.5,15096060
"363",262,15096313,912.3,1,1036.9,474.1,32,2.61,503.3,15096344
"364",222,15097296,900.2,1,989.4,497.5,32,1.98,536.1,15097327
"365",474,15097462,920,1,905.4,566.4,104,0.59,591,15097565
"366",74,15097960,937.9,1,938.6,546.2,24,0.03,547.4,15097983
"367",102,15098224,911.9,1,937.1,551.4,26,0.54,543.4,15098249
"368",370,15098840,541.4,1,907.3,554.1,39,7.37,533.8,15098878
"369",234,15099059,381.8,1,536.3,539.8,28,3.06,528.6,15099086
"370",497,15099828,1214.4,1,382,555.2,66,16.65,463.5,15099893
"371",290,15100499,927.5,1,1261.7,475,47,6.87,532.1,15100545
"372",224,15100859,759.8,1,931.5,522.6,41,3.54,553.7,15100899
"373",235,15101966,952,1,778.5,559.1,26,3.52,563.5,15101991
"374",118,15103003,954.1,1,978.1,536.2,30,0.51,528.7,15103032
"375",76,15103842,966.9,1,939.2,549.5,18,0.59,557.1,15103859
"376",98,15104488,1005.7,1,1022.8,532.7,26,0.36,529.2,15104513
"377",215,15104672,906.2,1,992.2,533.5,33,1.77,546.6,15104704
