"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"378",243,15924345,545.5,1,684.9,492.7,38,2.83,471.6,15924382
"379",485,15924532,1242.7,1,533.6,479.5,64,14.24,477.8,15924595
"380",123,15925395,1164,1,1257.4,477,38,1.93,495.4,15925432
"381",355,15926631,770.7,1,1187.4,489.1,46,8.45,496.8,15926676
"382",167,15927071,869.6,1,804.7,504.5,30,1.34,515.8,15927100
"383",151,15927458,933.2,1,883.4,522,24,1.05,534.6,15927481
"384",117,15928010,965.3,1,920.6,531.6,22,0.97,548.1,15928031
"385",139,15928288,952.8,1,968.6,553.8,30,0.4,542.1,15928317
"386",47,15928875,954.9,1,937.8,549.7,8,0.35,552.5,15928882
"387",183,15929808,888.4,1,973,548.7,32,1.73,555,15929839
"388",77,15930068,916.7,1,878.9,558,15,0.78,563,15930082
"389",301,15931027,1214.2,1,914.2,558.8,51,6.07,557.5,15931077
"390",460,15931330,397,1,1225,569.3,70,16.46,538.3,15931399
"391",513,15931859,1397.5,1,418.3,548.1,64,19.35,559.5,15931922
"392",380,15932720,994.6,1,1360.6,552.2,47,7.54,630.7,15932766
"393",169,15934124,888.7,1,983.9,621.2,24,2.06,585.8,15934147
"394",177,15934424,804.1,1,900.1,583.5,23,2.08,547.5,15934446
"395",241,15934768,1040,1,818.3,540.7,38,4.51,541.6,15934805
"396",316,15935109,847.1,1,1029,549.7,26,3.7,549.1,15935134
"397",175,15936717,802.5,1,847.7,550.7,30,0.92,556.1,15936746
"398",159,15936868,876.5,1,803.6,562.6,24,1.51,577.9,15936891
"399",159,15937196,842.9,1,887,573.2,29,0.93,561.4,15937224
"400",134,15937469,926.8,1,849.4,568.1,22,1.57,568,15937490
"401",404,15937911,458,1,908,556.9,55,9.11,493.9,15937965
"402",490,15938189,1309.9,1,446.6,503.8,59,17.18,498.5,15938247
"403",147,15938544,1393.4,1,1329.6,505.3,25,1.34,525.8,15938568
"404",401,15939093,828.5,1,1372,529.2,57,10.94,511.9,15939149
"405",84,15941633,823.5,1,839.9,502.4,19,0.34,499,15941651
"406",45,15942829,865.3,1,844.9,491,11,0.44,498.4,15942839
"407",49,15943638,866.8,1,863.3,521.9,14,0.52,546.8,15943651
"408",128,15943963,862.2,1,887.9,553.3,29,0.58,565.9,15943991
"409",66,15944198,889.5,1,866.6,574.7,18,0.49,582.6,15944215
"410",47,15944570,873.2,1,886.6,580.6,6,0.29,576.4,15944575
"411",362,15944749,515.3,1,876.2,567.5,52,7.43,488.2,15944800
"412",506,15945265,1381.7,1,496.2,495.3,56,17.61,516.4,15945320
"413",132,15945700,1394.7,1,1378.7,514.2,20,1.6,437.4,15945719
"414",1037,15945986,1184.6,1,1394.4,458.5,183,8.26,811.6,15946168
"415",1117,15946424,679.8,1,1190.8,791,222,10.21,762.3,15946645
"416",258,15947487,1008.1,1,701.4,693.6,42,6.24,648.8,15947528
"417",280,15948111,803.7,1,982.9,641.6,42,4.24,534.7,15948152
"418",103,15950491,837.1,1,800.8,548.6,21,0.74,551.8,15950511
"419",113,15951413,906.8,1,847.2,556.8,20,1.21,556.6,15951432
"420",407,15951619,465.7,1,905.7,542.2,45,8.84,522.7,15951663
"421",497,15951876,1309.7,1,479.6,540.1,56,16.59,487.6,15951931
"422",89,15952286,1362.1,1,1318.8,518.2,14,0.88,511.6,15952299
"423",50,15952607,1352.7,1,1353.7,510.9,12,0.48,487.4,15952618
"424",1360,15953346,943.9,1,1350.8,482.4,344,8.76,633.5,15953689
"425",396,15954392,986.5,1,981,641.2,167,1.66,722.7,15954558
"426",883,15956029,841.4,1,949.4,713.4,155,3.81,560.2,15956183
"427",278,15956641,1062.1,1,847.6,563.6,34,4.36,560.7,15956674
"428",61,15958336,889.6,1,865.4,546.6,9,0.51,552.2,15958344
"429",397,15958505,464.1,1,894.1,553,53,8.64,522.1,15958557
"430",462,15958914,1304.3,1,452.3,539,60,16.94,553.2,15958973
"431",175,15959312,1216.4,1,1288.6,561.1,23,1.77,512.1,15959334
"432",359,15959968,836,1,1231.4,529.8,45,8.05,574.2,15960012
"433",384,15960875,1120.1,1,857.8,567.8,55,9.48,962.3,15960929
"434",471,15961054,842.9,1,1129.1,988.5,56,11.43,494.4,15961109
"435",153,15961936,801.1,1,850.2,518.2,30,1,522,15961965
"436",93,15962304,799.7,1,801,529.5,55,0.22,540.3,15962358
"437",79,15962383,865.4,1,854.7,500.7,7,0.3,491,15962389
"438",144,15963258,933.7,1,850.8,503.7,23,1.76,528.3,15963280
"439",82,15964188,901,1,893,521.2,17,0.97,567.9,15964204
"440",100,15964764,895.6,1,907.7,572.1,28,0.52,550,15964791
"441",415,15965337,523.6,1,884.9,555.9,49,7.39,490.9,15965385
"442",514,15965589,1330.6,1,513.9,501,64,16.31,548.8,15965652
"443",525,15966076,501.1,1,1380.7,556,70,17.56,477.6,15966145
"444",185,15966446,636.1,1,509.6,495.6,28,2.66,536.5,15966473
"445",115,15966941,677.8,1,632.1,538.4,23,1.36,587.7,15966963
"446",266,15967213,1140.6,1,684.8,600.5,58,9.28,667.1,15967270
"447",273,15967552,923.6,1,1144,664.3,43,4.6,607.8,15967594
"448",183,15968480,833.4,1,903.7,612.7,31,1.54,584.1,15968510
"449",52,15968863,838.9,1,817.5,577.4,9,0.44,575.4,15968871
"450",57,15969220,860.7,1,862.5,539.6,7,0.35,556.4,15969226
"451",61,15969261,855.3,1,858.7,541.8,7,0.48,564.9,15969267
"452",116,15969503,914.7,1,851,568.9,19,1.29,567.6,15969521
"453",181,15970139,830.3,1,920.5,568.9,25,1.84,577.5,15970163
"454",116,15971061,900.1,1,934.3,580,26,0.79,561.6,15971086
"455",154,15971657,794.9,1,901.5,581.3,27,2.25,552.2,15971683
"456",72,15971967,837.6,1,803.3,549.4,13,0.7,551.8,15971979
"457",405,15972204,510.1,1,840.9,556.3,43,6.64,564.4,15972246
"458",205,15972461,391.4,1,524.2,560.3,25,2.62,561.6,15972485
"459",530,15972629,1339.8,1,400.5,568.1,56,18.59,533.6,15972684
"460",205,15972899,1415.8,1,1353.3,537.1,30,1.7,594.3,15972928
"461",1152,15973815,807.9,1,1396.8,589.7,305,11.8,591.4,15974119
"462",301,15975320,529.3,1,822.3,575.9,42,5.88,589.5,15975361
"463",128,15975609,649.2,1,563,594.4,23,1.73,597.4,15975631
"464",280,15975879,970.2,1,660.9,584.8,44,6.25,571.1,15975922
"465",129,15976194,894.2,1,962.1,575.3,23,1.41,562.2,15976216
"466",46,15976633,906.9,1,891.7,563.9,7,0.32,568.3,15976639
"467",100,15976969,971,1,922.3,554.5,20,0.99,558.9,15976988
"468",187,15977233,895.7,1,965.8,560.3,30,1.5,537.3,15977262
"469",62,15978503,894.4,1,901.9,573.7,19,0.22,581.6,15978521
"470",261,15979036,540.6,1,897.3,582.2,45,7.31,514.8,15979080
"471",267,15979328,370.1,1,558.1,516.9,27,3.72,508.2,15979354
"472",512,15979460,1285.9,1,362.7,506.1,67,18.28,511.6,15979526
"473",381,15980093,582,1,1287.6,521.1,71,14.15,549.2,15980163
"474",258,15982995,951.1,1,616,561.5,49,6.77,554.2,15983043
"475",969,15984668,853.7,1,964.7,559.9,178,2.26,563.2,15984845
"476",44,15985076,873.1,1,874.5,575.9,14,0.45,553.9,15985089
"477",420,15986132,472.5,1,889.9,541.9,54,8.37,534.5,15986185
"478",506,15986543,1325.7,1,469.3,555.4,57,17.07,508.4,15986599
"479",573,15987259,402.8,1,1312.1,499.9,60,18.08,569.2,15987318
"480",127,15987593,552.5,1,425.6,577,31,2.56,553,15987623
"481",250,15987804,366.7,1,557.7,564,30,3.76,566.1,15987833
"482",200,15988568,728.9,1,391.3,579.6,76,8.79,868.1,15988643
"483",305,15989115,1722.4,1,746.8,858.1,85,18.85,978.6,15989199
"484",237,15989444,1843.1,1,1705.6,958.7,43,3.43,1084.4,15989486
"485",350,15989857,830.7,1,1861.3,1095.1,114,22.11,565.2,15989970
"486",74,15991921,884.6,1,855.4,557.3,17,0.6,562.1,15991937
"487",166,15992299,835.2,1,889.5,572.6,33,1.2,549.8,15992331
"488",138,15992634,884.1,1,831.8,557.4,24,1.06,557.8,15992657
"489",372,15993022,555,1,888.2,558.2,51,6.79,506.5,15993072
"490",117,15993425,625.5,1,551.2,523.3,21,1.58,497.6,15993445
"491",480,15993548,1394.9,1,638.1,501.9,54,15.15,494.9,15993601
"492",270,15993831,1248.3,1,1398,501.9,25,3,501.9,15993855
"493",63,15994128,1286,1,1271.4,514.5,12,0.62,541.4,15994139
"494",507,15994318,547.4,1,1289.8,540.2,53,14.85,550.2,15994370
"495",193,15994683,470.7,1,558.7,560.8,31,2.5,649.2,15994713
"496",60,15995213,448.4,1,455.8,656.3,18,0.83,697.2,15995230
"497",417,15996244,1315.6,1,427.8,666.5,67,17.72,554.9,15996310
"498",374,15996910,835.3,1,1333,563.8,53,10.06,527.5,15996962
"499",100,15997607,854.3,1,855.1,543.9,23,1.36,610.2,15997629
"500",149,15998014,936.4,1,841.1,604.7,23,1.94,610.2,15998036
"501",102,15998743,868.1,1,917.2,593.1,23,1.12,568.4,15998765
"502",347,15999877,415.9,1,847,555.7,45,8.73,485.9,15999921
"503",336,16000207,981.7,1,434.1,498.3,54,10.96,503.4,16000260
"504",363,16000301,1296.5,1,1001.5,500,43,5.98,520.4,16000343
"505",585,16000682,423.2,1,1345,526.6,57,18.27,515.2,16000738
"506",225,16001437,722.5,1,460,505.1,48,6.61,704.5,16001484
"507",1382,16002401,477.2,1,715.5,723.1,211,5.34,601,16002611
"508",273,16002675,775.6,1,510.7,583.3,49,5.31,582,16002723
"509",515,16003180,1775.4,1,831.8,569.7,80,20.02,1000.1,16003259
"510",158,16003518,1857.3,1,1787.5,1001.1,24,2.08,1090.7,16003541
"511",465,16003788,867.5,1,1872.1,1090,79,22.05,522.7,16003866
"512",186,16005593,882.9,1,812.2,549.9,32,1.47,565.5,16005624
"513",70,16005766,885.6,1,903.7,566.6,19,0.37,563.6,16005784
"514",54,16006178,883.6,1,877.9,572,19,0.39,554.1,16006196
"515",359,16006730,473.1,1,890.1,555.5,53,8.37,531.8,16006782
"516",505,16006980,1233.4,1,466.2,541.5,61,15.32,552.6,16007040
"517",151,16008044,1206.7,1,1239.8,559.5,22,2.1,657.4,16008065
"518",1212,16008328,547.2,1,1188.7,686.2,137,13.19,534.6,16008464
"519",246,16009384,931.3,1,599.2,479.9,46,6.73,491.8,16009429
"520",371,16009717,1370.1,1,931.2,496.9,62,9.29,637.7,16009778
"521",407,16010443,824.6,1,1383.1,656.6,65,11.62,504.5,16010507
"522",121,16012672,879.8,1,831.4,537.4,23,1.06,557,16012694
"523",102,16013064,871.2,1,890.9,552.2,28,0.4,553.5,16013091
"524",291,16013614,488.6,1,861,548.5,46,7.48,532.4,16013659
"525",410,16013937,1181.5,1,505.2,543.1,54,13.63,481.5,16013990
"526",233,16014221,1376.2,1,1190.5,485.2,48,3.86,533.6,16014268
"527",368,16015060,933.2,1,1374.7,535.9,50,9.76,739,16015109
"528",178,16017025,1046.9,1,921.3,731.3,34,2.6,703.1,16017058
"529",359,16018053,639.6,1,1055.5,700.7,56,9.48,484.1,16018108
"530",283,16019326,844,1,1011.8,589.2,28,3.49,553.4,16019353
"531",63,16019596,879,1,850.6,557.6,11,0.58,560.8,16019606
"532",218,16019997,796.9,1,882,569.3,37,1.92,528.7,16020033
"533",310,16020560,1216.2,1,778.5,535.4,56,8.87,519.7,16020615
"534",480,16020848,484,1,1240,527.3,112,15.11,504.4,16020959
"535",303,16021806,1084.9,1,495.8,505.7,63,12.52,713.7,16021868
"536",144,16022395,1167.4,1,1086.7,724.5,61,2.53,628.8,16022455
"537",358,16023171,761,1,1157.4,639.2,49,8.42,514,16023219
"538",204,16026349,881,1,804.1,512.4,30,1.71,546,16026378
"539",124,16026642,876.1,1,904.9,558.6,28,0.6,553.2,16026669
"540",52,16027095,860.9,1,860.4,555.5,23,0.76,518.8,16027117
"541",391,16027368,473,1,860,518.7,54,7.85,462.9,16027421
"542",513,16027620,1302.9,1,469.1,473.7,66,16.67,541.7,16027685
"543",346,16028191,824.1,1,1340.3,559.7,62,10.42,608,16028252
"544",105,16033092,890.4,1,835.3,556.1,20,1.12,552.9,16033111
"545",422,16034233,448.9,1,897.2,563.9,45,9,530.7,16034277
"546",507,16034526,1363.4,1,453.9,537.9,59,18.05,545.4,16034584
"547",571,16034866,493.6,1,1376.1,554.8,68,17.53,557.1,16034933
"548",463,16035733,1502.4,1,502.2,567.3,71,19.74,532.1,16035803
"549",461,16039921,880.7,1,1339.8,518.3,54,9.28,549.5,16039974
"550",103,16040160,922.8,1,884.9,558.4,21,0.82,571.8,16040180
"551",106,16040341,902.3,1,931.4,562.7,27,0.6,556.7,16040367
"552",156,16041244,692,1,889.4,561.2,41,4.05,531.5,16041284
"553",296,16041411,461.4,1,705.6,545.4,38,4.93,509.7,16041448
"554",530,16041630,1447.6,1,474.2,515.9,59,19.26,523.6,16041688
"555",208,16042330,1294.8,1,1437.6,526.4,24,2.89,502.5,16042353
"556",124,16042377,1145.5,1,1238.2,488.6,21,1.88,486.8,16042397
"557",132,16042426,871.9,1,1064.6,489.5,50,3.93,481.4,16042475
"558",181,16042563,680,1,856,477.3,41,3.57,471,16042603
"559",267,16042774,926.2,1,700,471.5,33,4.89,553.6,16042806
"560",1655,16043060,1071.2,1,965.6,578.9,257,2.2,555.2,16043316
"561",304,16043484,1428.9,1,1077.7,534.3,46,7.09,575.9,16043529
"562",342,16044150,1912.6,1,1434.2,578.8,69,10.94,897.9,16044218
"563",567,16044440,984.5,1,1907.4,922.1,78,19.86,456.6,16044517
"564",1115,16046114,828.6,1,966.9,473.1,205,5.04,677.4,16046318
"565",320,16046919,895.6,1,1116.7,499.4,30,4.54,529.7,16046948
"566",145,16047410,845.4,1,889.8,551.2,30,0.97,567.9,16047439
"567",367,16048068,487.1,1,834.8,570.5,49,7.01,533,16048116
"568",451,16048329,1356.4,1,473.5,543.9,69,17.58,494.6,16048397
"569",270,16048938,1132.6,1,1377.4,496.6,39,4.96,470.5,16048976
"570",285,16049477,847.3,1,1105.7,459.6,39,5.89,588.7,16049515
"571",120,16050115,928.3,1,859.8,609,19,1.4,616.8,16050133
"572",299,16050447,641.1,1,928,602.8,44,6.03,687.3,16050490
"573",227,16050840,938.7,1,695,688.5,43,5.12,618.1,16050882
"574",212,16052182,799,1,923.4,639.4,24,2.61,606.8,16052205
"575",221,16052635,987,1,817.1,605.8,30,3.44,606,16052664
"576",198,16053810,929.3,1,815.1,585,24,2.32,587.8,16053833
"577",110,16053976,883.2,1,923.5,572.2,23,0.86,559.6,16053998
"578",333,16054930,502.5,1,871.2,567.9,43,7.45,526,16054972
"579",504,16055181,1282.8,1,520.4,524.5,64,15.23,536.1,16055244
"580",564,16055729,460.8,1,1308.1,542.2,59,16.87,516.2,16055787
"581",1373,16056397,1117.6,1,514.3,538.3,174,12.15,589.6,16056570
"582",1465,16057304,811.6,1,1129.2,627.8,180,7.46,444.9,16057483
"583",206,16060676,867.8,1,802.3,647.8,27,2.56,541,16060702
"584",354,16061807,515.6,1,883.1,560,42,7.42,524.6,16061848
"585",470,16062069,1306.7,1,536.4,539.5,54,15.39,544.7,16062122
"586",457,16067850,877.8,1,1248.6,544.1,50,7.51,538.4,16067899
"587",397,16069423,427.9,1,906.8,563.1,46,9.61,522.5,16069468
"588",495,16069712,1221.9,1,436,514.9,53,15.68,538,16069764
"589",556,16070624,464.7,1,1222.3,541.5,64,15.11,563.1,16070687
"590",379,16075036,884.8,1,493.4,565.4,38,7.89,529,16075073
"591",377,16077289,1313.5,1,921.5,536.5,40,7.92,543.2,16077328
"592",244,16077770,1214.5,1,1349.7,555.2,38,2.86,511.3,16077807
"593",50,16078226,1260.1,1,1241.7,514.5,8,0.38,518.5,16078233
"594",466,16078370,474.8,1,1263.8,522.8,58,15.74,538.6,16078427
"595",72,16078749,454.3,1,492.7,556.5,41,0.89,579.8,16078789
"596",123,16078929,560.7,1,452.6,572.7,26,2.26,608.9,16078954
"597",224,16079126,909.9,1,578.3,595,46,6.69,617.5,16079171
"598",398,16079323,1661.9,1,914.5,610,70,15.35,846.1,16079392
"599",1081,16079462,1866.6,1,1680.6,865.9,185,3.45,882.5,16079646
"600",139,16079814,1934.6,1,1855.7,876.3,32,2.93,1013.6,16079845
"601",479,16080049,921.8,1,1924.1,1000.1,76,21.22,519.2,16080124
"602",134,16080735,995.3,1,922.7,536.2,22,1.75,581.7,16080756
"603",1321,16080877,603.9,1,996.8,604.2,185,7.96,564.8,16081061
"604",970,16081405,NA,1,674.5,536.5,79,NA,NA,16081483
"605",473,16081982,1105.3,1,343.9,473.2,67,15.2,549.4,16082048
"606",356,16082198,944.7,1,1113.5,550.8,36,3.44,536.7,16082233
"607",211,16082479,831.2,1,917.4,553.5,32,2.21,488.5,16082510
"608",132,16082892,862.8,1,818.5,507.1,30,0.9,507.8,16082921
"609",371,16083295,518.9,1,887.2,513.3,43,7.45,480.3,16083337
"610",278,16083798,337.5,1,532.3,501.8,28,3.9,537.4,16083825
"611",382,16083993,853.6,1,336.5,547.3,54,10.27,545.7,16084046
"612",395,16084082,1204.9,1,886.5,543.3,46,6.45,536.9,16084127
"613",559,16084687,486.3,1,1226.4,557.1,61,14.79,553.2,16084747
"614",63,16084983,478.6,1,476.6,556.8,18,0.61,526.9,16085000
"615",190,16085850,280.2,1,460.8,536.3,39,3.54,553.6,16085888
"616",223,16086389,596.1,1,300.4,535,43,5.82,553.6,16086431
"617",242,16086860,873,1,617.6,541.7,46,5.16,541.6,16086905
"618",212,16087231,1082.1,1,885.1,539.2,40,4.01,534.3,16087270
"619",129,16087548,977.9,1,1081.8,564.2,60,2.11,557.5,16087607
"620",251,16087948,894.5,1,1012.2,530,36,2.41,517.3,16087983
"621",107,16088408,964.2,1,895.8,512.5,25,1.4,519.4,16088432
"622",193,16089015,872.4,1,968.2,531.4,25,2.06,564.5,16089039
"623",93,16089239,922.2,1,881.2,566.9,21,0.83,567.4,16089259
"624",154,16089469,875.4,1,924.2,568.8,31,0.99,568.9,16089499
"625",110,16089668,913.1,1,868.7,569.4,22,0.9,570.9,16089689
"626",188,16089916,791.1,1,905.2,565.7,25,2.61,507.1,16089940
"627",358,16090176,397.6,1,800.2,511.3,53,8.04,521.8,16090228
"628",506,16090447,1234.5,1,391.5,539.6,65,16.77,508.4,16090511
"629",119,16090817,1317.8,1,1267.2,505.5,21,1.12,528.5,16090837
"630",308,16091163,959.5,1,1301.3,526.8,48,6.92,545.1,16091210
"631",246,16091423,754.3,1,957.7,544.4,45,4.13,552.6,16091467
"632",168,16091679,671.8,1,765.8,548.6,21,1.9,556.7,16091699
"633",74,16092007,715.9,1,671.3,558.6,16,0.98,577.8,16092022
"634",52,16092331,715.2,1,733.6,580.4,18,0.37,579.1,16092348
"635",60,16092637,754.9,1,726.7,572.7,11,0.57,571.4,16092647
"636",166,16092898,873.3,1,771.1,558,22,2.08,553.4,16092919
"637",69,16093190,877.3,1,892.9,533.8,19,0.35,526.8,16093208
"638",172,16093635,786.8,1,888.8,533.2,23,2.07,530.2,16093657
"639",183,16093919,911.3,1,794.9,526.8,23,2.37,525.8,16093941
"640",202,16094370,795.5,1,912.1,513.1,25,2.37,515.7,16094394
"641",139,16094779,892.4,1,816.8,506.6,23,1.55,514.5,16094801
"642",70,16095195,862.1,1,885.1,503.3,21,0.54,516.1,16095215
"643",83,16095912,894,1,884.5,507.7,20,1.09,560,16095931
"644",100,16096175,859.8,1,893.7,557.7,23,0.71,566.7,16096197
"645",76,16096423,922.6,1,881.7,567.1,15,0.83,565.6,16096437
"646",160,16096653,866.6,1,920.9,563,32,1.11,557.2,16096684
"647",134,16096867,912,1,867.1,559.9,31,0.96,546,16096897
"648",371,16097031,479.5,1,916.8,550.9,45,8.79,533,16097075
"649",521,16097279,1386.6,1,494.5,548.9,68,17.7,539,16097346
"650",300,16097779,492.6,1,1430.5,549.6,121,18.63,630.2,16097899
"651",294,16098053,248.4,1,508.7,626.7,48,5.09,658.1,16098100
"652",297,16098647,991.2,1,302.5,641.3,68,13.6,640.4,16098714
"653",990,16099281,522.1,1,999.7,678.3,222,9.72,594.8,16099502
"654",1138,16099784,592.8,1,570.5,576,203,0.49,586.6,16099986
"655",209,16100577,805.3,1,616.3,559.8,33,3.81,559.3,16100609
"656",141,16100904,743.4,1,812.3,570.1,24,1.43,555.3,16100927
"657",202,16101657,626.5,1,752.1,555.4,25,2.54,548.8,16101681
"658",60,16102576,699.2,1,711.1,541.3,20,0.24,541.6,16102595
"659",242,16102756,875.6,1,705.4,540.5,28,3.48,562.7,16102783
"660",59,16103084,849.4,1,878.2,566.3,11,0.59,563.1,16103094
"661",421,16104075,384.7,1,856,562.7,54,9.49,497.5,16104128
"662",529,16104307,1304,1,378.8,520.7,65,18.33,499.5,16104371
"663",193,16105207,1139.6,1,1344.1,525.7,38,4.12,525.9,16105244
"664",198,16105480,902.6,1,1134.7,518.6,43,4.76,552.7,16105522
"665",369,16106233,920.3,1,914.6,543.1,1361,0.77,580,16107593
"666",79,16107645,904.6,1,916.6,580.7,20,0.56,556,16107664
"667",1039,16108061,781.6,1,933.5,584.5,105,3.55,499,16108165
"668",607,16108419,867.7,1,815.2,496.4,177,1.75,563.8,16108595
"669",139,16109872,868.2,1,915.9,516.4,30,1,527.6,16109901
"670",55,16110113,872.7,1,852.8,525.7,12,0.56,544.6,16110124
"671",108,16110405,853,1,873.6,546.1,28,0.44,539,16110432
"672",309,16110654,544.4,1,844.2,541.6,44,6.47,428.8,16110697
"673",208,16111692,739.4,1,548.7,469.7,48,4.25,559.5,16111739
"674",209,16111884,887.6,1,760,566.9,26,2.6,576.2,16111909
"675",53,16112251,875.3,1,887.4,588.5,17,0.31,579.1,16112267
"676",94,16112585,863.3,1,874.2,578.4,27,0.39,563,16112611
"677",76,16112880,878.6,1,856.1,570.1,20,0.52,582.6,16112899
"678",408,16113191,457.9,1,890.9,573.3,44,8.88,481.3,16113234
"679",91,16113463,453.2,1,464.9,488.7,17,1.02,537.5,16113479
"680",495,16113646,1333.5,1,452.2,531.7,58,17.51,557.7,16113703
"681",45,16114372,1348.4,1,1332.2,574.3,9,0.33,576.9,16114380
"682",287,16114533,952.5,1,1337.6,579.1,52,7.79,545.4,16114584
"683",204,16114718,824.9,1,958.2,550,25,2.71,551.2,16114742
"684",241,16115284,992.9,1,823.4,552.9,27,3.45,566.9,16115310
"685",71,16115836,976.5,1,985.7,557.5,25,0.19,556.2,16115860
"686",657,16116275,946.9,1,1004.2,570.7,183,1.32,601.2,16116457
"687",137,16117759,932.3,1,956.5,574.5,31,0.58,559.2,16117789
"688",92,16118694,910.9,1,928.5,559.9,26,0.49,543.3,16118719
"689",45,16119057,896.3,1,906.8,554,16,0.35,567.5,16119072
"690",388,16120102,446.9,1,900.2,568.6,55,9.11,527.5,16120156
"691",520,16120321,1310.9,1,436.1,536,67,17.4,507.8,16120387
"692",457,16120745,676.1,1,1339.8,513.4,59,13.33,504.7,16120803
"693",359,16120952,469.3,1,680,510,38,4.3,552.1,16120989
"694",201,16121444,679.7,1,460.6,556.4,44,4.49,609.1,16121487
"695",194,16121684,925.7,1,694.6,608.5,46,4.71,638.7,16121729
"696",173,16122432,1108,1,939.5,626.7,37,3.45,651.4,16122468
"697",211,16122798,970.3,1,1100.3,647.1,26,2.63,643.1,16122823
"698",135,16123261,1064.7,1,994.1,648.3,20,1.44,655.1,16123280
"699",162,16123527,1183.4,1,1057.1,637.9,26,2.55,640.4,16123552
"700",209,16123794,1435,1,1187.3,624.1,42,4.94,633.3,16123835
"701",222,16124098,1692.4,1,1433.5,633.7,47,5.82,784.5,16124144
"702",457,16124334,905.4,1,1722.1,771.2,84,16.73,519.7,16124417
"703",219,16124914,1022.9,1,900.8,522.9,26,2.67,571.1,16124939
"704",155,16125766,893.3,1,946.4,564.8,29,1.13,549.3,16125794
"705",346,16126905,513,1,890.3,567.6,41,7.58,560.4,16126945
"706",435,16127136,1214.3,1,516.5,570.4,61,14,522,16127196
"707",534,16127465,391.3,1,1249.3,530.3,58,17.04,526,16127522
"708",261,16127975,695.9,1,406,524.5,40,5.78,541.8,16128014
"709",290,16128292,1135.2,1,727.1,536.4,49,8.34,591.3,16128340
"710",615,16129061,1032.4,1,1139.1,619.2,230,2.46,562,16129290
"711",222,16132555,854.7,1,993.9,546.9,27,2.83,541.7,16132581
"712",124,16132740,909.4,1,860.1,546.7,22,1.09,568.1,16132761
"713",122,16132989,872.3,1,908.7,559.5,29,0.81,543.7,16133017
"714",67,16133318,887.2,1,862.1,554.8,19,0.54,562.8,16133336
"715",87,16133762,932.2,1,889.2,566.3,30,1.25,523.1,16133791
"716",419,16133890,475.5,1,929.1,535.2,55,9.1,547.7,16133944
"717",445,16134346,1220.8,1,467.6,552.2,55,15.16,467.9,16134400
"718",561,16134714,461.1,1,1233.1,469,63,15.61,595.5,16134776
"719",122,16134991,417.6,1,463.9,600.5,21,1.16,564.4,16135011
"720",487,16135244,1272.2,1,420.2,565.9,55,17.07,463.4,16135298
"721",165,16135774,965.8,1,1293.5,470.2,102,7.44,636.1,16135875
"722",87,16137650,1019.4,1,950.2,614.4,23,1.52,586.7,16137672
"723",93,16139540,920.5,1,882.7,548.3,20,0.78,553.5,16139559
"724",77,16139938,910.8,1,928.6,554.9,20,0.38,549,16139957
"725",401,16140638,472.2,1,899.8,553.9,53,8.57,548.1,16140690
"726",502,16140948,1300.7,1,459.2,546.2,56,16.75,541.4,16141003
"727",597,16141335,454.4,1,1332.6,547.8,63,17.44,548.4,16141397
"728",118,16141659,398.9,1,459.8,567.9,21,1.26,549.1,16141679
"729",60,16141998,372.3,1,398.1,553.8,10,0.53,561.5,16142007
"730",387,16142620,1393.3,1,380,570.5,81,20.18,747.5,16142700
"731",279,16142917,1636,1,1400.9,745.1,40,4.78,821.1,16142956
"732",318,16143177,1917.9,1,1636.7,823.8,37,6.48,1031.2,16143213
"733",456,16144402,917.1,1,1881,1040.9,87,19.46,697,16144488
"734",154,16146354,909.5,1,914.6,678.8,24,2.23,569.7,16146377
"735",35,16146600,912.7,1,917.8,568.3,6,0.2,559.9,16146605
"736",391,16147490,484.9,1,913.1,555.7,47,8.69,492.8,16147536
"737",499,16147773,1333.8,1,495.8,491.5,66,16.7,516.7,16147838
"738",256,16149109,1174.3,1,1340.9,528.7,26,3.38,548.5,16149134
"739",657,16150215,860.9,1,1167.5,607.4,198,6.26,568.8,16150412
"740",256,16150721,1082.8,1,863.4,560.9,36,4.46,563.6,16150756
"741",632,16151046,1032.9,1,1091.9,572.7,204,1.37,540.4,16151249
"742",276,16151639,881.6,1,1049.9,535.3,27,3.43,545.9,16151665
"743",196,16152464,953,1,869.7,550.3,32,1.71,538.7,16152495
"744",228,16153031,859.4,1,957.5,560.1,32,2,550.4,16153062
"745",90,16153249,898,1,849.9,545.4,16,1,556,16153264
"746",86,16153592,887.1,1,905,549.6,26,0.51,532,16153617
"747",114,16153851,927.9,1,882.2,535.9,23,0.96,546.9,16153873
"748",347,16154337,434.1,1,930.7,534.9,49,10.05,466.4,16154385
"749",515,16154549,1290.6,1,452.6,469.4,54,16.73,504.7,16154602
"750",350,16156285,756.7,1,1286.8,526.4,65,10.7,515.7,16156349
"751",61,16158008,806.1,1,787.4,520.7,16,0.59,542.5,16158023
"752",52,16158668,826.5,1,808.2,549,7,0.37,547.1,16158674
"753",158,16160189,927.9,1,832,547.6,23,1.96,555.3,16160211
"754",104,16160503,902.2,1,922.9,549.2,26,0.44,543.2,16160528
"755",331,16161198,539.3,1,900.8,548.3,43,7.39,487.1,16161240
"756",488,16161436,1290.5,1,553.6,487.5,62,14.78,521,16161497
