,peak_velocity,start_timestamp,end_x,eye,start_x,start_y,duration,length,end_y,end_timestamp
1,129,13692069,939.7,L,863.9,527.5,19,1.55,535.9,13692087
2,96,13693793,968.2,L,946.2,534.3,17,1.18,587.7,13693809
3,293,13694185,1333,L,972.5,590.6,47,8.7,832.3,13694231
4,527,13694714,354,L,1329.8,849.3,60,18.94,881.2,13694773
5,585,13694830,1643.5,L,381.2,882.2,68,24.13,809.5,13694897
6,251,13695080,1833.1,L,1634.6,801,30,3.74,826.5,13695109
7,165,13695760,1706.2,L,1810.2,818.9,22,1.93,820.7,13695781
8,188,13695960,1594.7,L,1703.7,812,24,2.13,785.6,13695983
9,48,13696461,1608.5,L,1591.6,796.5,7,0.34,801.5,13696467
10,139,13696701,1518.1,L,1600.3,794.4,21,1.59,784.6,13696721
11,148,13697331,1626.2,L,1527.4,795.9,23,1.91,807.4,13697353
12,433,13697888,1011,L,1612.2,794.3,53,13.01,526.9,13697940
13,224,13698116,896.5,L,1031.4,530.5,27,3.03,468.7,13698142
14,73,13698444,933.5,L,914,501.9,13,0.78,534.5,13698456
15,1273,13698519,920.2,L,937.7,553.2,169,0.52,571.5,13698687
16,48,13699285,939.2,L,929.9,586.8,17,0.7,553.8,13699301
17,83,13700321,935.4,L,923.5,526.4,22,0.55,502.5,13700342
18,69,13700585,927.4,L,935,496.3,14,0.75,531.7,13700598
19,88,13700901,921.1,L,936.8,554.2,22,0.32,553.3,13700922
20,88,13701182,974.4,L,933.6,561.5,20,0.84,556.3,13701201
21,69,13701420,932.7,L,954,544.5,18,0.44,541.5,13701437
22,57,13701828,907.7,L,931.7,533,10,0.51,525.7,13701837
23,51,13702123,950.8,L,925.1,522.6,14,0.58,510.9,13702136
24,487,13702448,1652,L,964.5,518.4,53,14.55,788.8,13702500
25,606,13702670,314.5,L,1634.6,790.6,70,25.15,876.5,13702739
26,290,13702918,86.2,L,351.2,900.8,33,4.98,933.6,13702950
27,534,13703045,1055.1,L,96.3,936.3,59,18.38,848.5,13703103
28,78,13703296,1070.4,L,1046.5,846.3,14,0.79,878.3,13703309
29,110,13703531,1044,L,1068.5,873.4,25,2.09,771.4,13703555
30,218,13703654,973.7,L,1042.8,762.5,35,3.98,579,13703688
31,80,13703877,962.7,L,975.2,575.4,18,1.04,526.6,13703894
32,165,13704885,1010.6,L,964.8,523.8,33,3.19,672.7,13704917
33,358,13705037,650.1,L,999.9,666.9,39,7.65,819.3,13705075
34,167,13705398,568.9,L,655,822.9,22,1.82,855.3,13705419
35,199,13705657,445.1,L,577,840.7,25,2.58,848.4,13705681
36,102,13705953,392.3,L,443,822.7,17,0.99,830.9,13705969
37,132,13706307,318.6,L,394.9,820.3,20,1.46,821.3,13706326
38,169,13707067,512.3,L,322.1,813.6,39,4.27,705.3,13707105
39,285,13707474,906.2,L,510.1,707.1,48,8.99,498.8,13707521
40,254,13708890,655.3,L,921.3,509.9,38,5.65,594.4,13708927
41,199,13709308,879.9,L,662.6,571.9,39,4.98,459,13709346
42,203,13710635,910.1,L,988.2,420.2,23,2.38,505.9,13710657
43,63,13710927,938.1,L,910.6,531.2,10,0.56,529.1,13710936
44,121,13711364,929.6,L,965.2,564.1,26,0.78,549.6,13711389
45,149,13711986,862.8,L,931,521.9,21,1.78,468.1,13712006
46,49,13712256,835.7,L,859,467.5,12,0.49,461.3,13712267
47,302,13712382,1096.3,L,841.9,465.9,38,5.85,599.5,13712419
48,56,13712707,1083.2,L,1107.2,611.7,10,0.5,606.5,13712716
49,235,13712942,922,L,1094.2,597.5,36,4.65,448.9,13712977
50,325,13713353,1047.2,L,943.4,450.9,44,8.45,855,13713396
51,249,13713578,1245.2,L,1051.6,857.2,30,3.96,906,13713607
52,106,13713749,1178.6,L,1244.7,906.6,20,1.43,876.6,13713768
53,331,13714367,730.5,L,1156.4,859.1,45,8.47,848.8,13714411
54,161,13714782,638.7,L,727.7,853,21,1.77,858.1,13714802
55,42,13715133,624,L,636.4,869.7,6,0.24,870.4,13715138
56,201,13715393,741.8,L,625.3,862.2,38,4.71,657.4,13715430
57,279,13715603,565.8,L,741.5,652.2,37,5.73,879.7,13715639
58,427,13716146,1118.9,L,562.6,888.4,52,12.68,580,13716197
59,286,13716496,841,L,1101.9,576.5,42,6.15,426,13716537
60,137,13716843,955.2,L,862.4,437.5,22,1.9,441.7,13716864
61,776,13717067,962.2,L,964.3,441.2,111,1.41,373.3,13717177
62,136,13717532,947.6,L,955.9,373.1,47,2.36,486.9,13717578
63,100,13718170,953.6,L,956.9,492.1,17,1.18,549,13718186
64,43,13718602,948.6,L,937.9,553.8,6,0.24,549,13718607
65,112,13719485,868,L,951.8,543.4,23,1.98,494.3,13719507
66,216,13719674,1053.5,L,860.4,490.2,31,3.94,483.3,13719704
67,194,13720022,893,L,1075.2,501,32,3.71,497.4,13720053
68,123,13720277,904.7,L,909.8,494.8,25,2.12,597.5,13720301
69,327,13720671,1076.4,L,908.6,603.9,38,6.73,893.7,13720708
70,307,13720871,1498.7,L,1082.8,895.3,43,8.2,852.4,13720913
71,151,13721116,1615.5,L,1505.6,852.6,24,2.11,859.3,13721139
72,239,13721261,1443.2,L,1608.9,856,27,3.22,831.8,13721287
73,415,13722189,948,L,1421.7,818.9,50,11.71,476.4,13722238
74,42,13722600,959.8,L,946.3,475,7,0.28,477.9,13722606
75,345,13723156,1303.8,L,969.2,478.8,47,9.1,780.7,13723202
76,405,13723567,813.4,L,1304.7,781.4,54,12.21,427.5,13723620
77,212,13723816,982.5,L,825.9,436.8,29,3.41,494.2,13723844
78,102,13724913,931.3,L,979.2,497.8,17,1.12,524.1,13724929
79,98,13725488,908.2,L,937.8,526.4,22,0.62,532.7,13725509
80,66,13725831,954.1,L,921.7,529.2,13,0.66,528.7,13725843
81,135,13726239,886.8,L,956.4,524.2,22,1.78,472.4,13726260
82,47,13726506,863.6,L,880.3,466.5,10,0.42,454.6,13726515
83,538,13726742,1643.1,L,867.6,456,57,16.92,822.4,13726798
84,564,13727001,550.5,L,1645.4,840.1,62,21.09,882.4,13727062
85,297,13727290,166.2,L,600.8,900.7,45,8.29,927.6,13727334
86,218,13728135,354.9,L,174,909.8,27,3.41,896.7,13728161
87,421,13728227,886.5,L,377.1,887.7,43,10.01,842.4,13728269
88,255,13728667,1093.3,L,898.3,867.3,29,3.89,860.9,13728695
89,115,13729497,1023.3,L,1083,837.2,17,1.2,834.9,13729513
90,243,13729824,912.8,L,1012.1,806.4,42,5.99,528.1,13729865
91,452,13730053,1320.8,L,920.8,520,43,10.61,865.8,13730095
92,97,13730271,1351.8,L,1325.1,872.6,17,1.15,820.8,13730287
93,128,13730435,1298.4,L,1373.9,827.3,20,1.49,825.7,13730454
94,976,13731109,1349.9,L,1303.7,810.7,201,0.91,809.8,13731309
95,450,13731622,854.2,L,1343,825.5,51,12.69,426.3,13731672
96,255,13731906,1094.4,L,871.9,447.6,38,5.02,552.6,13731943
97,238,13732303,949.8,L,1100.5,549.6,28,3.1,527.6,13732330
98,70,13733038,932.8,L,965,525.9,13,0.7,538.1,13733050
99,113,13734380,880.1,L,938.6,537.1,22,1.53,490.8,13734401
100,131,13734545,910.8,L,877.6,489.8,25,1.96,579.2,13734569
101,83,13734859,965.7,L,925.2,601.4,15,0.95,625.1,13734873
102,221,13735148,876,L,977.8,640.3,33,4.08,469.2,13735180
103,103,13735403,890.3,L,884.6,470,19,1.39,537.1,13735421
104,405,13735689,1371.6,L,890.6,544.9,46,10.79,787.1,13735734
105,406,13735948,766.9,L,1374.9,785.9,50,12.15,871.6,13735997
106,415,13736204,65.1,L,789.3,868.1,56,13.82,946.5,13736259
107,566,13736476,1026.4,L,97.3,952.9,55,17.76,878.1,13736530
108,457,13736727,1769.3,L,1038.2,875.8,55,14.03,871.2,13736781
109,160,13736976,1856.9,L,1750.6,869.4,23,1.95,872.3,13736998
110,361,13737644,1410.6,L,1832.1,842.6,45,8.01,806.9,13737688
111,200,13738230,1192.9,L,1407.3,817.4,41,5.14,673,13738270
112,325,13738400,937.8,L,1201.1,664.9,38,6.01,528.7,13738437
113,398,13738646,1426.6,L,935.1,531.6,47,10.92,768,13738692
114,114,13738920,1493.1,L,1444.8,795.7,19,1.27,839.2,13738938
115,157,13739340,1413.7,L,1497.6,842.4,21,1.65,829.3,13739360
116,225,13739916,1142,L,1405.5,805.4,43,5.94,665.3,13739958
117,293,13740383,854.6,L,1142.7,664.3,47,7.03,472.9,13740429
118,149,13741559,943.1,L,870.7,467.3,23,1.75,512.8,13741581
119,167,13742851,874.8,L,962.4,524.6,22,2.03,477.5,13742872
120,116,13743091,799.6,L,861.8,487.6,19,1.27,493.4,13743109
121,48,13743554,839.6,L,822.5,503.9,10,0.44,517.3,13743563
122,553,13743658,1772.4,L,834.2,520,62,19.63,899.3,13743719
123,155,13743913,1662.9,L,1759.1,897.4,22,1.85,874.4,13743934
124,79,13744071,1707.2,L,1673.6,889.9,12,0.78,865.6,13744082
125,416,13744217,1324.8,L,1696.5,855.1,35,7.14,851.2,13744251
126,150,13744554,1424.7,L,1328.9,848.4,22,1.88,841.3,13744575
127,110,13744828,1491,L,1436.5,823.6,19,1.08,833.5,13744846
128,178,13745203,1362.2,L,1472.7,823.4,22,2.16,821.2,13745224
129,76,13745458,1316,L,1354.2,818.6,13,0.75,818.1,13745470
130,167,13745750,1226.2,L,1320.7,812.6,23,1.87,812.9,13745772
131,69,13746083,1200.7,L,1230,805.7,17,0.59,808.6,13746099
132,289,13746886,894.4,L,1205.8,818.6,51,8.69,521.3,13746936
133,118,13747643,963.7,L,897.1,537.7,18,1.36,542.1,13747660
134,93,13748385,946,L,982,527.3,20,0.77,538.3,13748404
135,43,13749400,964.9,L,950.9,545,7,0.29,546.6,13749406
136,144,13749627,875.2,L,956.1,538.2,20,1.68,523.5,13749646
137,197,13749915,1014,L,874.4,536.2,25,2.95,576,13749939
138,152,13750151,1097.4,L,1050.5,597.3,22,1.72,667.6,13750172
139,258,13750328,904,L,1099.3,667.9,33,4.67,547,13750360
140,154,13750619,809.3,L,894.5,533.9,21,1.74,525.4,13750639
141,415,13750877,1252.6,L,811.6,524.2,48,11.21,866.6,13750924
142,336,13751200,1725.9,L,1255.7,866.8,44,9.02,884.1,13751243
143,600,13751399,622,L,1719.5,879.7,60,21.02,879.9,13751458
144,80,13751678,616.8,L,651.7,880.3,14,0.77,898.4,13751691
145,482,13751780,1274.6,L,615.1,896.1,50,13.08,825.6,13751829
146,94,13752132,1234.3,L,1287,831.7,17,1.04,830.4,13752148
147,324,13752673,971.7,L,1217.5,813.4,31,4.91,822,13752703
148,219,13753189,1138.1,L,966.8,829.6,29,3.44,842.4,13753217
149,188,13753468,1268.5,L,1134.5,843.1,26,2.67,838,13753493
150,425,13753782,869.6,L,1272,838.5,46,10.51,505.5,13753827
151,164,13754992,1006.7,L,890.4,516.4,26,2.38,505.9,13755017
152,191,13755617,922.2,L,1026.7,480.9,23,2.29,522.2,13755639
153,43,13756985,905.5,L,918.8,527.6,8,0.31,520.7,13756992
154,371,13757505,1257.6,L,924.8,542.8,41,8.46,798.3,13757545
155,191,13757735,1425.8,L,1238.6,802.9,34,3.83,856.1,13757768
156,459,13757805,878.2,L,1429.9,858.6,45,10.88,878.2,13757849
157,191,13758010,1049.1,L,900.8,880.9,26,2.97,872,13758035
158,395,13758152,680,L,1054.3,865,38,7.44,865,13758189
159,59,13758560,662,L,684.5,867.4,8,0.45,871.2,13758567
160,95,13758851,611.2,L,661,875.7,17,1.01,888.7,13758867
161,150,13759138,518.7,L,613,872.7,22,1.86,883.7,13759159
162,353,13759645,933.6,L,533.8,897,51,10.8,533.2,13759695
163,417,13760184,540.3,L,935.6,533.3,44,10.31,863.5,13760227
164,347,13760461,956,L,567.6,866.6,45,10.1,545,13760505
165,142,13763994,1049.6,L,950.2,507.3,24,2.08,484.6,13764017
166,175,13764749,991.2,L,1089.1,506.3,23,2.07,533.6,13764771
167,183,13764987,925.2,L,992.6,526.4,26,2.53,630.2,13765012
168,163,13765259,1047.2,L,928.9,640.5,32,3.29,531,13765290
169,42,13765498,1052.1,L,1056.7,530.7,10,0.33,515.4,13765507
170,125,13765692,1140.4,L,1060.3,511.2,22,1.67,493,13765713
171,299,13766014,860.4,L,1144.3,501.8,41,5.79,524.2,13766054
172,430,13766318,407.5,L,864.8,522.2,53,11.74,896.6,13766370
173,577,13766536,1483.9,L,424.4,896.7,64,20.47,859.5,13766599
174,121,13766894,1405.6,L,1471.8,871.6,19,1.29,865.4,13766912
175,435,13767016,954.3,L,1415.4,864,41,9.1,858.2,13767056
176,253,13767340,1078.1,L,962.1,851.1,40,6.43,554.4,13767379
177,67,13767681,1035.6,L,1067.2,544.5,16,0.86,516.6,13767696
178,162,13768010,1047,L,1037.4,519.1,24,2.18,624.9,13768033
179,263,13768268,950.1,L,1055.3,624,39,5.07,852.6,13768306
180,81,13768583,997.2,L,957,855.1,12,0.8,855.8,13768594
181,225,13769106,1007.8,L,986.2,843.2,38,5.54,569.9,13769143
182,931,13769722,911.8,L,994,581,144,1.82,545.5,13769865
183,902,13770118,938.3,L,922,533.7,113,0.79,568.4,13770230
184,107,13772120,896.7,L,955.3,553.7,20,1.42,515.9,13772139
185,191,13772316,1024,L,892.9,510.6,26,2.67,508.5,13772341
186,121,13772522,1097.6,L,1035.1,519.5,21,1.54,561.7,13772542
187,45,13773455,1124.5,L,1110,548.8,7,0.31,553.2,13773461
188,236,13773659,973.1,L,1118.4,540.4,26,3.11,492.9,13773684
189,202,13773943,1116.2,L,979.8,491.9,26,2.99,545.4,13773968
190,409,13774214,1568.4,L,1128.4,558.8,48,10.22,829,13774261
191,285,13774452,1840.1,L,1562.8,833,36,5.22,860.9,13774487
192,510,13774691,1242.2,L,1836.7,872.5,48,11.32,837.5,13774738
193,173,13775327,1355.8,L,1238.2,836.4,26,2.33,846.6,13775352
194,96,13776260,1312.9,L,1343.2,850.6,23,0.72,830.4,13776282
195,255,13776696,1063.9,L,1316.3,821.7,47,7.19,567.8,13776742
196,169,13777321,961.2,L,1068.9,582,23,2.19,575.8,13777343
197,106,13779329,882.5,L,954.6,557.4,22,1.58,529.1,13779350
198,217,13779498,1028.4,L,880.5,527.6,24,3.01,532.1,13779521
199,255,13779805,900.8,L,1074.3,544.3,27,3.53,536.5,13779831
200,122,13780326,940.2,L,895.6,541.5,24,1.72,612.6,13780349
201,53,13780511,960.3,L,950.8,605.7,12,0.54,581.1,13780522
202,355,13780885,1315,L,964.7,575.5,45,8.79,838.4,13780929
203,271,13781124,1559,L,1316.9,841.1,34,4.73,866.7,13781157
204,471,13781378,937.4,L,1550.7,871,49,12.03,839.2,13781426
205,142,13781990,1011.4,L,923.9,842,21,1.75,844.1,13782010
206,302,13782179,1036.6,L,1012.7,839.1,37,5.94,546.4,13782215
207,251,13782658,1047.1,L,1031.7,546.7,40,5.73,829.4,13782697
208,250,13783039,1028.5,L,1066.5,843.1,48,6.84,507.3,13783086
209,116,13783546,970,L,1019,509.4,19,1.24,544.8,13783564
210,364,13783842,793.2,L,982.9,565.9,37,6.89,850,13783878
211,200,13784565,664,L,794.1,857.6,25,2.59,867.2,13784589
212,113,13785015,605,L,665.1,870.1,19,1.2,879.4,13785033
213,130,13785575,530.9,L,604.2,853.1,21,1.49,873.4,13785595
214,379,13785772,961.1,L,531.4,874.1,49,11.14,520,13785820
215,130,13786450,1041.5,L,958.5,533.4,20,1.69,536.8,13786469
216,173,13787615,960.7,L,1063,526.5,24,2.14,551.3,13787638
217,99,13788923,899.1,L,952.9,544.4,19,1.21,519.3,13788941
218,183,13789110,1055.9,L,888.2,522.5,35,3.42,511.7,13789144
219,195,13789366,940.3,L,1074.1,536.5,25,2.72,541.1,13789390
220,97,13789769,899.7,L,951.9,534.8,17,1.07,541.1,13789785
221,283,13790185,1076.7,L,895.3,542.6,39,6.54,809.7,13790223
222,247,13790768,869.2,L,1083.6,830.4,43,5.98,625.1,13790810
223,495,13791220,184.8,L,879.2,614.7,53,14.81,928.4,13791272
224,179,13791475,88.8,L,194,928.9,22,1.99,954.5,13791496
225,132,13791739,218.7,L,89.1,959.7,31,2.72,891.1,13791769
226,95,13792069,284.4,L,225.6,890.2,18,1.13,901.1,13792086
227,126,13792585,358,L,276.7,879.5,21,1.56,870.6,13792605
228,90,13792910,324.9,L,374.1,876.9,17,1.02,897.7,13792926
229,110,13793180,401.1,L,337,904.1,19,1.24,895.4,13793198
230,137,13793625,339.3,L,416.1,891.8,20,1.47,897,13793644
231,306,13794413,696.1,L,345.3,896.4,45,8.12,676.7,13794457
232,300,13794644,1058.4,L,701.9,676.7,46,7.82,527.4,13794689
233,48,13796726,954.6,L,959.9,515,17,0.18,521.8,13796742
234,77,13797101,936.3,L,956.5,532.5,20,0.41,531.9,13797120
235,67,13797796,918.4,L,950.1,528.3,14,0.76,509,13797809
236,59,13798126,944.4,L,921.2,513.9,8,0.47,512.4,13798133
237,477,13798363,243.5,L,953.2,530,61,16.39,976.4,13798423
238,590,13798649,1391.7,L,255.4,964.3,64,21.86,848.9,13798712
239,112,13798909,1342.1,L,1398.4,852.9,19,1.16,871.4,13798927
240,63,13799082,1380.3,L,1355.4,874.6,9,0.51,867.7,13799090
241,49,13799342,1357.8,L,1373.8,863.2,7,0.33,857.9,13799348
242,183,13800592,1216.7,L,1314.2,832,22,1.99,856.1,13800613
243,302,13800951,978,L,1205.8,854.9,46,8.19,519,13800996
244,72,13801237,987.9,L,998.9,525.1,14,0.84,564.4,13801250
245,415,13801461,597.1,L,992.6,575.4,44,10.37,911,13801504
246,247,13801948,415.5,L,612.6,920.6,30,3.83,919.1,13801977
247,186,13802287,298.6,L,430.3,901.2,25,2.52,900.7,13802311
248,113,13803093,284.8,L,303.8,888.6,31,0.37,884.3,13803123
249,51,13803438,253,L,269.6,860.6,7,0.34,867.9,13803444
250,392,13803818,1142.3,L,258.5,858.6,76,18.78,491.4,13803893
251,132,13805172,948,L,1007.5,528.3,24,1.27,546.6,13805195
252,50,13806520,928.5,L,946.2,537.8,8,0.37,541,13806527
253,145,13806719,985.4,L,921.7,546.7,22,1.69,599.2,13806740
254,455,13807256,401.1,L,1007.7,608.7,52,13.22,890.1,13807307
255,368,13807492,886.8,L,418.4,889.5,42,9.19,880.1,13807533
256,307,13807576,1165.7,L,894.3,880.9,34,5.4,889.1,13807609
257,324,13807784,1548.5,L,1164.3,894.9,39,7.49,887.2,13807822
258,93,13808039,1498.1,L,1548.1,879.7,16,0.99,867.9,13808054
259,429,13808346,1011.1,L,1513.7,861.5,49,12.02,525.3,13808394
260,492,13808574,1400.6,L,1017.4,529.2,40,10.28,871.4,13808613
261,168,13808804,1508.5,L,1404.1,872.8,21,2.09,846.1,13808824
262,1086,13809207,858.2,L,1516.3,841.4,240,15.14,459,13809446
263,1426,13809664,955.3,L,889.4,464.8,170,1.94,532.7,13809833
264,1218,13810198,911.2,L,950.9,554.4,168,0.9,535.1,13810365
265,972,13810678,953.4,L,918.7,550.8,159,0.71,550.8,13810836
266,52,13812051,960,L,943.3,513.1,15,0.55,534.1,13812065
267,44,13813271,932.9,L,951.3,539.5,11,0.42,530.6,13813281
268,140,13813516,1026.2,L,932.8,528,21,1.91,522.1,13813536
269,74,13813924,1048,L,1039.7,533.9,16,0.9,576.7,13813939
270,452,13814111,1587,L,1040.7,594.3,48,11.86,846.5,13814158
271,197,13814354,1709.5,L,1582.3,846.2,25,2.45,869.9,13814378
272,509,13814625,991.1,L,1712.2,888.5,56,15.04,613.4,13814680
273,138,13814951,945,L,998.7,613.9,23,1.85,541.2,13814973
274,326,13815292,660.4,L,950.7,536.5,53,8.97,875.3,13815344
275,207,13815869,533.4,L,678.8,895.2,26,2.88,914.2,13815894
276,84,13816144,489.5,L,526.5,907.1,19,0.73,899.7,13816162
277,168,13817177,388.4,L,510.3,878.8,25,2.39,899.8,13817201
278,89,13818078,347.8,L,380.1,910.8,21,0.62,912,13818098
279,93,13818412,313.4,L,350,902.3,20,0.7,905.3,13818431
280,396,13818939,1134.7,L,317.5,882.7,69,17.17,572.2,13819007
281,279,13820028,838.5,L,1164.6,581.3,51,7.92,370.4,13820078
282,249,13820284,926,L,839.6,371,29,3.55,519.9,13820312
283,48,13820626,952.2,L,941.2,518.4,10,0.41,535.1,13820635
284,150,13821777,874.4,L,948.7,529.3,23,1.95,469.7,13821799
285,146,13822271,959.8,L,870.1,497.7,21,1.83,493.1,13822291
286,188,13822512,1088.5,L,974.1,484.4,26,2.85,564.5,13822537
287,171,13822955,978.6,L,1094,582.4,25,2.35,588.2,13822979
288,146,13823187,895.3,L,975.3,588.8,24,2.09,524.9,13823210
289,289,13823362,989.5,L,892.7,521.7,43,6.46,825.1,13823404
290,353,13823617,1456.2,L,985.4,832.6,46,9.3,867.8,13823662
291,300,13823888,1791.6,L,1460.3,866.2,37,6.27,849.5,13823924
292,567,13824138,907,L,1794.3,850.8,57,17.02,873,13824194
293,146,13824489,1042.4,L,910.1,872.4,34,3.35,769.6,13824522
294,124,13824782,1030.1,L,1039.2,767.7,21,1.78,856.2,13824802
295,112,13825145,975.3,L,1017.9,851.3,21,0.86,857.8,13825165
296,230,13825448,1155.5,L,985.8,856.4,27,3.39,854,13825474
297,231,13825995,1015.1,L,1168.3,887.7,26,3.06,875.8,13826020
298,114,13826471,948.8,L,1009.3,859.9,18,1.21,863.9,13826488
299,145,13826708,869.5,L,956.7,864.5,22,1.75,875.1,13826729
300,140,13827357,969.5,L,884.3,861.3,63,5.66,593.7,13827419
301,100,13827962,965.4,L,980,498.7,35,1.15,552.6,13827996
302,125,13828660,953.6,L,1011,603.7,20,1.4,566.2,13828679
303,114,13829890,941.8,L,972.2,552.5,19,1.34,494.7,13829908
304,385,13830166,1275.4,L,939.6,497.9,41,8.97,788.7,13830206
305,358,13830441,1759.5,L,1285.1,795.3,46,9.14,840.8,13830486
306,624,13830651,420.6,L,1764.5,838.5,72,25.43,896,13830722
307,284,13830920,254.7,L,449.7,896.3,29,3.79,934.1,13830948
308,566,13831049,1498.9,L,255.2,938,71,23.77,835,13831119
309,510,13831749,966.8,L,1485.7,828.3,42,10.32,767,13831790
310,271,13832110,1138.9,L,971.2,778,28,3.61,843.8,13832137
311,225,13832743,1359.6,L,1147.9,859.8,32,4.2,846.7,13832774
312,201,13833018,1507.7,L,1377,842.4,25,2.57,861.1,13833042
313,173,13834106,1618.8,L,1486.8,839.4,24,2.54,833.5,13834129
314,81,13834547,1690.9,L,1648.4,839.3,13,0.8,836.2,13834559
315,53,13834783,1720.1,L,1695.9,822.1,10,0.47,829.1,13834792
316,564,13835129,896.9,L,1713.4,834.9,58,17.37,488.5,13835186
317,79,13837100,937.5,L,916.3,490,15,0.84,524.7,13837114
318,61,13838297,916.5,L,942.6,525.7,12,0.57,515.5,13838308
319,187,13838543,1090.8,L,908.3,509.8,32,3.72,501.9,13838574
320,310,13838922,771.9,L,1097.3,519.4,41,6.61,530,13838962
321,249,13839385,1014.5,L,808.1,535.4,30,4.2,539.6,13839414
322,291,13839733,1325.3,L,1037.6,552.1,48,8.37,853.8,13839780
323,295,13839950,1762.1,L,1316.3,847.4,46,8.53,870.4,13839995
324,571,13840182,613.7,L,1775.6,880.6,66,22.13,879.5,13840247
325,421,13840444,111.2,L,638.8,887,45,10.12,966.4,13840488
326,207,13840652,288.8,L,127,967.7,26,3.04,944.6,13840677
327,525,13841058,1268.8,L,303,934.3,64,18.74,847,13841121
328,233,13842826,1366.2,L,1209.6,855.9,26,3.09,855.5,13842851
329,141,13843154,1464,L,1380.1,846.4,20,1.64,841.4,13843173
330,506,13843674,889.1,L,1468.1,840.2,50,13.16,522.5,13843723
331,164,13844293,1085,L,916.6,531.9,36,3.46,508.2,13844328
332,219,13844583,958.2,L,1092.5,508.9,25,2.83,544.7,13844607
333,138,13845501,942.1,L,1019.9,545.3,21,1.64,566,13845521
334,42,13846853,970,L,956,560.1,8,0.31,554,13846860
335,446,13847240,1636.3,L,972.4,556.2,55,14.12,827.3,13847294
336,579,13847523,845.6,L,1624.8,831.6,60,15.19,876.8,13847582
337,284,13847606,1052.9,L,858.2,882.3,36,3.89,870.5,13847641
338,205,13847833,1209.2,L,1077.1,859.8,24,2.65,876.5,13847856
339,474,13847966,827.1,L,1216.4,866.2,45,10.54,515.3,13848010
340,173,13848250,950.8,L,832.5,520.9,26,2.41,515.5,13848275
341,469,13848506,358.9,L,938,521.3,48,13.5,881.9,13848553
342,207,13849178,551,L,375.7,916.6,29,3.39,905.6,13849206
343,301,13849440,297.2,L,549.6,899.7,31,4.86,914.8,13849470
344,113,13850425,231.4,L,291.4,888.5,18,1.23,913.5,13850442
345,294,13850783,978.5,L,237.9,906.2,79,16.42,514.6,13850861
346,172,13852166,973.1,L,1081.1,536,24,2.2,528.4,13852189
347,55,13852403,953.5,L,971.7,530.9,8,0.42,540.8,13852410
348,62,13853110,944.3,L,956.2,553.4,22,0.26,548.6,13853131
349,152,13853582,881.8,L,963.3,541.4,21,1.77,510.9,13853602
350,67,13853793,900,L,885.2,511.6,12,0.69,541.9,13853804
351,67,13854008,867.1,L,895.1,545.6,12,0.67,562.8,13854019
352,451,13854239,1505.6,L,874.9,581.8,51,13.45,829.1,13854289
353,484,13854502,930.9,L,1508.4,833.6,47,11.36,865.8,13854548
354,107,13854747,890.2,L,944.8,874.3,18,1.18,897.9,13854764
355,340,13854907,961.9,L,894.3,895.5,38,7.15,546.8,13854944
356,149,13855202,880.7,L,963.5,541.8,21,1.72,559.8,13855222
357,500,13855491,1370.4,L,885.7,554.5,42,11.15,828.9,13855532
358,166,13855854,1483.3,L,1378,842.4,24,2.06,849.9,13855877
359,84,13856181,1524.2,L,1474.6,840,15,0.96,836.6,13856195
360,465,13856997,875.4,L,1500.5,825.4,57,13.95,507.2,13857053
361,370,13857289,1543.5,L,885.9,511.2,60,14.17,786.9,13857348
362,495,13857740,956.2,L,1574.2,834.7,51,13.35,561.9,13857790
363,124,13860776,853.9,L,963.9,558.2,32,2.63,491,13860807
364,130,13861143,926.4,L,857.4,507.4,22,1.76,559.2,13861164
365,391,13861559,1441.3,L,942.2,555,51,11.45,838.5,13861609
366,497,13861834,884.2,L,1443.9,848.3,44,11.04,878.1,13861877
367,208,13862055,795,L,911.8,887.5,24,2.36,907.1,13862078
368,326,13862289,981,L,795.4,901.7,44,8.65,514.5,13862332
369,386,13863177,1106,L,983.4,493.3,38,7.95,867,13863214
370,187,13863516,1248.1,L,1128.6,878.7,25,2.4,859.9,13863540
371,383,13863881,939.9,L,1249.5,855.2,48,9.46,502.2,13863928
372,477,13864119,1583,L,943.4,504.7,49,14.35,846.2,13864167
373,148,13864541,1691.9,L,1599.4,863.8,22,1.8,842.3,13864562
374,399,13865614,850.1,L,1668.4,831.2,73,17.81,444.6,13865686
375,210,13866967,964.8,L,864.5,438.1,28,2.66,520.6,13866994
376,152,13868435,1049.8,L,953.2,540.6,22,1.97,540.1,13868456
377,403,13868793,1428,L,1054.5,546.1,45,9.24,818,13868837
378,222,13869030,1293.2,L,1422.4,825.4,24,2.62,858.1,13869053
379,294,13869260,1655.4,L,1317.3,876.3,41,6.51,867.2,13869300
380,134,13869633,1561.2,L,1658.5,852.8,24,1.87,838.9,13869656
381,134,13870100,1625.1,L,1543.9,826.4,20,1.56,834.2,13870119
382,129,13870488,1692.9,L,1614.6,825.9,21,1.55,850.1,13870508
383,168,13870966,1559.9,L,1666,856.4,24,2.02,858.9,13870989
384,347,13871429,1080.4,L,1562.6,853.7,56,11.03,573.2,13871484
385,224,13872298,1284,L,1071.2,582.1,35,4.69,675.9,13872332
386,366,13872877,1507.6,L,1303.8,702.8,48,10.74,1225,13872924
387,243,13873726,950.9,L,1016.4,414.7,27,2.93,540.8,13873752
