,peak_velocity,start_timestamp,end_x,eye,start_x,start_y,duration,length,end_y,end_timestamp
3783,172,15718346,1497.2,L,1578.5,535.3,22,1.77,574.6,15718367
3784,367,15718723,981.2,L,1470.9,571,56,9.79,570.3,15718778
3785,225,15720164,836.2,L,959.8,577.6,24,2.51,577.2,15720187
3786,230,15722791,878.6,L,735.7,580.6,26,2.9,578.2,15722816
3787,124,15723592,868.5,L,894.1,558.5,29,0.81,528.5,15723620
3788,351,15724147,504.5,L,847.1,529.9,51,7,467.7,15724197
3789,492,15724435,1224,L,501.8,486.1,51,14.5,529.2,15724485
3790,318,15724747,1499.2,L,1247.2,537.6,30,5.03,557.2,15724776
3791,186,15725261,734,L,1519.3,557.8,137,15.61,552.9,15725397
3792,301,15725512,423,L,740.7,550.1,44,6.34,553.4,15725555
3793,293,15725818,132.5,L,454.7,544.9,44,6.3,605.6,15725861
3794,272,15726866,917.9,L,161.2,598.5,87,14.8,564.4,15726952
3795,212,15728424,830.1,L,968.4,580,24,2.81,571.4,15728447
3796,187,15728887,948.6,L,813.8,543.9,25,2.76,561.3,15728911
3797,248,15729587,835.4,L,986.6,551.3,27,3.1,533.3,15729613
3798,142,15729861,919.8,L,852,535.8,23,1.39,543.8,15729883
3799,88,15730160,883.9,L,906.7,554.5,21,0.52,543.1,15730180
3800,374,15730952,536.5,L,906.5,539.7,41,7.45,536.9,15730992
3801,94,15731217,518.2,L,559.8,547.3,21,0.98,521.5,15731237
3802,500,15731366,1394.9,L,524.8,531.9,59,17.32,504.1,15731424
3803,136,15731889,1317.3,L,1391.4,512.8,20,1.54,532.8,15731908
3804,1036,15732226,435.3,L,1278.8,547.5,270,18.85,1007,15732495
3805,918,15732921,824.4,L,496.8,979.5,196,10.77,546.6,15733116
3806,240,15734264,1046.4,L,815.9,540.1,39,4.73,571.7,15734302
3807,269,15734957,863.8,L,1036,568.2,27,3.51,554.2,15734983
3808,111,15735825,845.4,L,889.2,553.2,24,0.89,548.8,15735848
3809,43,15736749,879.7,L,863.5,530.7,10,0.38,540.2,15736758
3810,140,15737722,853.9,L,892.2,545.8,31,0.78,546.7,15737752
3811,378,15737855,516.5,L,852.6,559.5,52,6.85,504.3,15737906
3812,192,15738907,318.9,L,524,515.1,42,4.6,626.4,15738948
3813,143,15739145,258.3,L,337.4,629.1,21,1.62,656.8,15739165
3814,243,15739320,588.6,L,257.5,657,45,6.58,595.4,15739364
3815,275,15739405,942.2,L,605,596.8,43,6.81,578.4,15739447
3816,77,15739705,931.2,L,970.6,581.5,14,0.82,573,15739718
3817,165,15740012,838.4,L,932.2,569.9,23,1.91,566,15740034
3818,223,15740239,734.2,L,846.7,561.3,34,2.3,547.6,15740272
3819,138,15740459,694.7,L,721.7,550.2,31,0.61,537.3,15740489
3820,145,15740677,653.3,L,692.1,544.2,33,0.85,527.7,15740709
3821,174,15740894,768.2,L,649.1,534.2,26,2.42,548.2,15740919
3822,197,15741152,900,L,765.6,551.1,26,2.74,565.1,15741177
3823,209,15742130,801.3,L,893.2,557.5,34,1.89,543.9,15742163
3824,181,15742448,929.3,L,796.3,551.3,28,2.7,558,15742475
3825,182,15743420,863.1,L,928.7,552.6,34,1.35,561.3,15743453
3826,92,15743655,884.9,L,852.8,575.6,21,0.68,566.7,15743675
3827,45,15743942,885.1,L,886.4,581.7,17,0.04,580,15743958
3828,103,15744237,871.3,L,889.7,579.2,26,0.38,575.6,15744262
3829,391,15744646,398.6,L,857.2,569.6,58,9.28,495.3,15744703
3830,513,15744916,1270.4,L,392.1,504,69,17.46,538.3,15744984
3831,257,15745274,1511.5,L,1305.6,551.3,44,4.66,441,15745317
3832,656,15745682,429.1,L,1512.4,448.5,73,21.37,531.7,15745754
3833,81,15746060,441.6,L,426.5,544.8,15,0.87,585.3,15746074
3834,159,15746488,537.2,L,441.2,576.9,20,1.9,579.6,15746507
3835,218,15746782,773.6,L,577.2,560.9,41,3.96,576.1,15746822
3836,44,15747478,814,L,784.5,573.7,16,0.65,586.2,15747493
3837,220,15748229,1000.6,L,832.5,562.8,28,3.44,585.1,15748256
3838,312,15748878,834.7,L,1020.1,591.9,26,3.89,641.5,15748903
3839,101,15749247,810.6,L,834.3,641.9,27,1.06,595.4,15749273
3840,50,15749531,825.7,L,805,602.6,9,0.42,603.6,15749539
3841,101,15750386,890.3,L,929.1,594.9,21,0.95,568.9,15750406
3842,371,15751489,506.2,L,908.7,565.7,53,8.1,541.1,15751541
3843,502,15751766,1263.6,L,505.6,543.4,63,15.15,538.4,15751828
3844,1592,15752277,827.4,L,1289.1,557.6,247,9.32,560.4,15752523
3845,1000,15754101,1212.5,L,858.8,562.8,158,7.18,591.5,15754258
3846,310,15754841,909,L,1202.3,558.2,43,5.94,559.4,15754883
3847,149,15755587,966.2,L,912.4,572.2,24,1.15,589.4,15755610
3848,180,15755906,914.6,L,968.8,587.4,32,1.12,578.6,15755937
3849,98,15756396,885.2,L,917.7,587.4,22,0.67,592.3,15756417
3850,59,15756938,924.1,L,903,586.2,16,0.65,610,15756953
3851,73,15757238,900.8,L,920.8,604.1,17,0.87,566.4,15757254
3852,150,15757773,872.9,L,916.3,569.6,29,1.02,545.1,15757801
3853,158,15758053,925.6,L,876.9,551.5,37,0.99,554.5,15758089
3854,299,15758350,1272.7,L,933.3,549.2,43,6.97,491.7,15758392
3855,584,15758564,515.1,L,1267.8,494,63,15.09,470.4,15758626
3856,186,15759225,675.2,L,513,469.5,39,3.66,551.7,15759263
3857,206,15761075,818.5,L,683.9,561,24,2.73,571.1,15761098
3858,163,15762207,780.4,L,876.8,534.2,22,2.04,561.7,15762228
3859,219,15763376,908.1,L,782.6,543.2,23,2.61,570.1,15763398
3860,114,15764183,916,L,948.7,564.7,29,0.67,568.6,15764211
3861,46,15764614,914.6,L,901,562.9,10,0.41,547.9,15764623
3862,134,15764901,842.6,L,904.5,544.7,23,1.26,549.7,15764923
3863,197,15765151,976.6,L,851.3,538.5,25,2.56,549.4,15765175
3864,367,15765341,1393.4,L,977,548.6,43,8.39,523.7,15765383
3865,611,15765537,493.9,L,1403.1,524.9,67,18.05,550.9,15765603
3866,1176,15766252,980.5,L,505.2,577.1,242,9.54,594.4,15766493
3867,1203,15767601,560.3,L,1005,572.4,204,8.96,561.3,15767804
3868,259,15768252,941.1,L,585.5,531.7,49,7.19,511,15768300
3869,172,15769122,868.6,L,929.1,509.1,34,1.24,516.1,15769155
3870,158,15769808,955.4,L,852.1,525.8,25,2.12,540,15769832
3871,179,15770821,968.7,L,861.6,540.1,24,2.18,544.8,15770844
3872,166,15771028,899.6,L,964.3,545.3,32,1.34,558,15771059
3873,177,15771596,828.4,L,912.2,554.1,24,1.72,542,15771619
3874,142,15771870,867.6,L,838.1,528.6,35,0.65,516.8,15771904
3875,409,15772083,516.3,L,881.7,521.6,52,7.36,506.2,15772134
3876,492,15772555,1308.7,L,507.7,514.1,56,16.01,502.7,15772610
3877,580,15772772,386.6,L,1313.7,501.3,69,18.38,513.7,15772840
3878,189,15773250,507.4,L,375.1,534.1,27,2.63,516.9,15773276
3879,454,15773698,1375.8,L,539,516.5,57,16.69,497.8,15773754
3880,582,15774008,387.4,L,1396.4,496.6,64,19.94,543.5,15774071
3881,256,15774720,1236.6,L,396.9,562.6,201,16.78,673,15774920
3882,289,15774952,1690.9,L,1253,672.6,51,8.56,710.9,15775002
3883,451,15775895,1362.2,L,1657.1,699.2,58,13.18,1336.1,15775952
3884,154,15776354,1543.2,L,1436.2,1390.5,23,1.98,1379.5,15776376
3885,168,15777657,1391.3,L,1483.5,1342.8,24,1.82,1308.4,15777680
3886,501,15777868,900.6,L,1393.1,1314.1,61,16.58,607.2,15777928
3887,130,15778074,888.8,L,891.5,635.2,22,1.69,552.7,15778095
3888,60,15778316,897.7,L,904.9,575.2,17,0.48,552.9,15778332
3889,400,15779226,396.1,L,906.9,552.2,57,10.35,466.1,15779282
3890,533,15779460,1311.2,L,392.1,472,69,18.24,475.2,15779528
3891,175,15779715,1381.1,L,1349.5,467.8,29,1.46,532,15779743
3892,43,15779941,1372.8,L,1384.1,540.2,10,0.38,555.5,15779950
3893,608,15780063,418,L,1373.9,554.6,69,18.91,534.7,15780131
3894,72,15780408,388.8,L,408.4,541.2,18,0.56,520.8,15780425
3895,258,15781082,749.2,L,406.5,515.5,55,6.84,539.3,15781136
3896,220,15781319,667.1,L,776.4,538.4,37,2.48,483.5,15781355
3897,133,15781581,758,L,668.9,494.6,23,1.82,482.8,15781603
3898,210,15782270,950,L,770.7,460.1,41,3.68,481,15782310
3899,45,15782767,970.2,L,961.6,476.3,13,0.5,498.8,15782779
3900,166,15783208,935,L,982.8,503.3,31,1,493,15783238
3901,65,15783966,917.3,L,924.1,499.7,12,0.65,530.7,15783977
3902,65,15784842,924.8,L,937.1,544.8,19,0.28,551.3,15784860
3903,92,15785070,888.3,L,929.7,552.8,21,0.84,555.7,15785090
3904,84,15785475,898.1,L,907.8,561.1,24,0.23,554.9,15785498
3905,397,15786076,479.7,L,878.9,555.9,45,8,558.4,15786120
3906,465,15786406,1262.9,L,493.4,578.4,66,15.44,507.9,15786471
3907,249,15786703,1444.4,L,1287.7,508.1,27,3.13,501.7,15786729
3908,614,15786887,478.8,L,1449.8,504.2,70,19.24,572.9,15786956
3909,442,15787392,1400,L,487.6,577.5,65,18.21,481.9,15787456
3910,190,15787746,1511.1,L,1407.4,480.6,23,2.11,505.4,15787768
3911,620,15787996,384.1,L,1502.5,503,76,21.97,582.4,15788071
3912,90,15788453,444,L,396.3,596.4,15,0.95,604.2,15788467
3913,232,15788928,694.1,L,440.4,609.3,42,5.05,602.5,15788969
3914,237,15789245,926.2,L,716.9,604.3,174,4.24,592.6,15789418
3915,1378,15789900,874.1,L,960.3,602,187,1.95,560,15790086
3916,62,15790549,923.2,L,904.4,535.9,11,0.58,556.8,15790559
3917,96,15790842,912,L,924.5,552,26,0.45,570.2,15790867
3918,39,15791603,860.9,L,870.4,561.4,5,0.19,562.2,15791607
3919,89,15791867,912.2,L,866.1,557.6,15,0.94,562.5,15791881
3920,154,15792510,871.4,L,914.5,558,31,0.94,541.4,15792540
3921,44,15792818,884.6,L,869.8,546.7,8,0.34,554.5,15792825
3922,372,15792973,473.4,L,879.7,555.1,55,8.27,487,15793027
3923,514,15793316,1330.1,L,468.1,499.4,55,17.2,563,15793370
3924,285,15793879,1101.5,L,1345.1,553.2,44,4.92,532.3,15793922
3925,211,15794413,920.5,L,1080.6,531.3,27,3.26,540.1,15794439
3926,254,15794623,714.3,L,921.2,544.2,47,4.38,605.7,15794669
3927,226,15795133,957.1,L,742,607.7,41,4.68,524.5,15795173
3928,261,15796064,790.6,L,955.3,533.9,28,3.37,552.4,15796091
3929,131,15796386,880.7,L,805.8,565.9,20,1.56,549.7,15796405
3930,47,15798773,893,L,895.1,556.1,17,0.17,548.3,15798789
3931,142,15799183,866.9,L,914.4,551.4,29,0.97,549.5,15799211
3932,144,15799352,945.2,L,857.2,551.9,24,1.81,563.9,15799375
3933,161,15799591,856.1,L,926.1,558.5,25,1.55,528.5,15799615
3934,390,15799829,450.2,L,858.4,533.6,53,8.19,506.5,15799881
3935,147,15800241,509.5,L,436.9,517,20,1.57,548.5,15800260
3936,479,15800401,1356.2,L,516.6,553.2,56,16.72,527.8,15800456
3937,442,15801118,1003.8,L,1339.7,536.9,218,7.33,676.8,15801335
3938,180,15801602,1100.4,L,1022,653.2,187,2.38,741.2,15801788
3939,101,15802775,1064.5,L,1069.2,686.8,21,1.43,616.5,15802795
3940,854,15803771,893,L,1033.8,622.7,136,2.96,584.8,15803906
3941,814,15805695,833,L,881.6,595,163,1.01,583.7,15805857
3942,86,15806041,876.7,L,841.6,560.6,19,0.74,551.2,15806059
3943,65,15807161,956.5,L,910.4,543.5,19,0.95,551,15807179
3944,366,15807297,1316.5,L,965.7,550.5,50,7.09,559.5,15807346
3945,613,15807547,414.4,L,1323.5,556.8,67,18.04,516.3,15807613
3946,111,15807958,380.8,L,416.6,538,21,1.08,578.9,15807978
3947,521,15808333,1364.7,L,386.4,575.2,61,19.3,553.2,15808393
3948,637,15809115,1210.3,L,1364.3,579.7,214,12.79,1222,15809328
3949,296,15809592,1282.2,L,1219.9,1185.3,46,6.8,836.8,15809637
3950,298,15809881,1017.1,L,1305.1,838.6,55,8.72,515,15809935
3951,313,15811171,653,L,1013.4,536.7,45,7.37,488.8,15811215
3952,313,15811598,1013,L,649.2,486.9,41,7.38,498.8,15811638
3953,256,15812872,864.8,L,988.6,510.7,34,2.55,531.3,15812905
3954,280,15814028,422.4,L,866.6,556.2,60,9.1,459.7,15814087
3955,136,15814307,409.2,L,421.3,474.3,22,1.52,548.4,15814328
3956,415,15814524,1383,L,420.7,539.1,114,19.04,528.6,15814637
3957,618,15815016,443.7,L,1393.6,545.4,60,18.87,474.1,15815075
3958,88,15817943,523.9,L,479.2,474.6,16,0.91,483,15817958
3959,395,15818248,0.6,L,540.2,471.4,49,10.3,480,15818296
3960,329,15818555,552.9,L,42.9,475.3,47,9.79,469.1,15818601
3961,354,15819717,894.8,L,573.6,469.6,51,6.65,540.4,15819767
3962,136,15820021,876.9,L,910,552.5,29,0.7,542.8,15820049
3963,377,15821016,476.4,L,883.1,551.4,42,8.18,522,15821057
3964,65,15821599,487.5,L,501.2,524.8,17,0.33,534,15821615
3965,434,15822325,1296.4,L,493.7,532.9,69,16.04,494.9,15822393
3966,197,15822603,1384.7,L,1303.1,498.9,31,1.67,516,15822633
3967,585,15822810,491.5,L,1390.9,516,66,17.88,556.9,15822875
3968,217,15824835,785.8,L,467.6,560.1,48,6.37,577.1,15824882
3969,42,15826663,978.8,L,962.6,582.8,9,0.34,587.6,15826671
3970,217,15826826,896.7,L,989.3,588.7,30,2.02,553.6,15826855
3971,128,15827654,935.2,L,869.4,539.3,20,1.38,555.2,15827673
3972,168,15827897,1150.5,L,932.5,543.3,42,4.48,510.9,15827938
3973,509,15828162,466.6,L,1161,513.8,51,13.94,474.5,15828212
3974,101,15828673,577.8,L,503.3,487.8,22,1.59,515.5,15828694
3975,150,15829126,662.5,L,595.4,509.3,25,2.23,596.5,15829150
3976,193,15831711,824.4,L,642.7,602,38,3.69,578.6,15831748
3977,270,15834752,550,L,822.6,601.7,37,5.57,550.6,15834788
3978,208,15834919,434.9,L,561.6,550.9,25,2.53,537.4,15834943
3979,502,15835219,1351.6,L,449.9,537.3,67,17.96,471.4,15835285
3980,379,15839198,889.2,L,1291.3,472.8,43,8.15,475.6,15839240
3981,463,15841871,380.2,L,884.3,482,54,10.07,496,15841924
3982,495,15842327,1282.5,L,375.1,511.7,68,18,481.7,15842394
3983,63,15842968,1282.4,L,1308.2,499.8,11,0.59,513.7,15842978
3984,1012,15843237,461.3,L,1263.9,539.8,251,16.07,625.6,15843487
3985,1536,15843659,1266.4,L,493,626.4,178,15.39,658,15843836
3986,368,15844581,903.3,L,1280.9,639.1,48,7.81,554.7,15844628
3987,46,15845820,927.4,L,909,604,9,0.37,603.4,15845828
3988,116,15847467,891.9,L,920.8,562.3,28,0.65,549,15847494
3989,78,15847731,872.6,L,884.5,553.4,22,0.54,530,15847752
3990,133,15847966,824.7,L,865.5,524.9,30,0.89,509.2,15847995
3991,389,15848497,489,L,833.6,522.7,50,6.91,526.4,15848546
3992,526,15848753,1278.9,L,479.7,535.2,65,15.96,512.1,15848817
3993,201,15849076,1374.8,L,1326.2,519.5,32,1.59,581.3,15849107
3994,285,15849804,426.7,L,1374.7,597.6,100,18.72,583.7,15849903
3995,229,15850764,766,L,466.6,569.2,45,5.99,584.2,15850808
3996,265,15851030,1077,L,776,582.3,54,6.16,625.1,15851083
3997,286,15851389,929.2,L,1097.8,623.8,25,3.43,607.9,15851413
3998,181,15851824,864.1,L,920.3,602.5,32,1.14,599,15851855
3999,45,15852058,858,L,843,601,7,0.31,603.1,15852064
4000,105,15852400,818.5,L,855,597.3,22,0.85,576.6,15852421
4001,206,15854085,642.3,L,797.2,555.4,40,3.53,475.8,15854124
4002,362,15854285,886,L,654.6,477.4,29,4.95,555.7,15854313
4003,132,15854996,883.8,L,927.9,549.6,30,0.99,529.5,15855025
4004,358,15855608,538.7,L,876.9,535,41,6.85,503.1,15855648
4005,129,15855881,537.8,L,544.4,510,23,2.02,411.2,15855903
4006,504,15856082,1285.2,L,547.2,420,53,14.88,491,15856134
4007,306,15856806,841.1,L,1286.8,502.7,55,9.05,540.6,15856860
4008,195,15857203,745.6,L,851.7,522.6,23,2.15,526.5,15857225
4009,139,15857505,842.1,L,760.8,521.6,19,1.68,538,15857523
4010,40,15857851,853.3,L,863.3,541.4,7,0.25,548.4,15857857
4011,119,15858068,799.2,L,860.8,548.2,21,1.41,579.8,15858088
4012,48,15858567,878.5,L,849.6,565.6,14,0.59,567,15858580
4013,191,15859842,972.9,L,879.6,532.9,180,2.59,618.6,15860021
4014,205,15860623,882.9,L,1001.1,593.6,25,2.43,576,15860647
4015,75,15861411,900.3,L,869.9,587.2,12,0.72,568.8,15861422
4016,348,15862456,527.9,L,902.3,565.9,42,7.57,528.1,15862497
4017,447,15862798,1286.6,L,535,537.2,56,15.03,524.4,15862853
4018,187,15863085,1383.5,L,1303.4,525.3,31,1.7,553.2,15863115
4019,341,15866293,731.6,L,1350.5,579.4,72,12.47,536.4,15866364
4020,179,15867068,831,L,755.1,543.1,24,1.63,568.8,15867091
4021,155,15867322,916.6,L,837.3,563,22,1.62,569.2,15867343
4022,156,15868026,870.7,L,925.8,565.9,29,1.14,555.3,15868054
4023,89,15868297,908.8,L,869.4,556.8,18,0.83,567.4,15868314
4024,271,15869322,587,L,907.4,554.4,43,6.46,561.1,15869364
4025,255,15869544,448.8,L,604.8,556.1,25,3.39,489.5,15869568
4026,539,15869740,1298.9,L,442.6,482.3,58,17.04,493.1,15869797
4027,352,15870941,874.1,L,1279,485.8,44,8.41,578.7,15870984
4028,49,15871646,914.2,L,912.8,611.6,10,0.44,633.2,15871655
4029,58,15871979,902,L,905.5,635.5,19,0.14,641.2,15871997
4030,1416,15872126,869.9,L,900.9,652.9,173,1,614.6,15872298
4031,240,15873204,1050.8,L,903.2,589.4,25,3,590,15873228
4032,244,15875031,883.6,L,1037.2,585.1,27,3.3,533.5,15875057
4033,264,15875318,1117.8,L,879.4,525.1,47,4.96,576.3,15875364
4034,371,15875678,839.3,L,1145.6,589.2,41,6.46,505,15875718
4035,131,15875912,893.8,L,854.7,520.9,28,0.85,534.8,15875939
4036,376,15876196,562.7,L,904.9,544.6,50,6.97,497.2,15876245
4037,62,15876737,548,L,563.3,509.9,17,0.33,515.8,15876753
4038,474,15876949,1311.3,L,547.8,514.4,64,15.3,487.4,15877012
4039,229,15877288,1487.4,L,1343,491.5,27,2.88,504.8,15877314
4040,612,15877418,544,L,1493.6,502.3,59,18.82,512.7,15877476
4041,258,15877961,831.9,L,561.7,519.6,40,5.44,518.6,15878000
4042,246,15878276,1038.1,L,849.2,522,32,3.84,518.1,15878307
4043,280,15879266,807.3,L,1015.1,520.3,41,4.23,525.1,15879306
4044,217,15879612,953.8,L,825.8,532.1,25,2.61,529,15879636
4045,58,15880818,954.5,L,967.2,519.7,17,0.8,556.5,15880834
4046,91,15881170,929.6,L,954.3,551.9,22,0.52,546.4,15881191
4047,83,15881730,987.6,L,948.6,547.1,14,0.8,552.7,15881743
4048,120,15881950,931,L,986,544.4,22,1.14,534.7,15881971
4049,51,15882359,915.2,L,926.6,541.8,17,0.35,529.3,15882375
4050,343,15883035,544.4,L,910.5,529.2,42,7.37,525.2,15883076
4051,164,15883406,503.7,L,557.8,526.4,29,1.1,515,15883434
4052,461,15883512,1221.7,L,497.5,524.1,65,14.62,626.8,15883576
4053,360,15883770,1554,L,1237,630.1,45,7.39,438.3,15883814
4054,1108,15884186,842.1,L,1566.8,459.7,282,18.7,1081.5,15884467
4055,650,15884708,933.7,L,852.9,1067.2,251,2.72,953.4,15884958
4056,188,15885193,1047.2,L,923.6,926.3,39,4.64,729.2,15885231
4057,436,15885603,1734.3,L,1061.6,732.5,53,14.01,1008,15885655
4058,53,15885941,1741.6,L,1729.9,998.3,10,0.48,975.7,15885950
4059,487,15885989,964.9,L,1743.4,968.3,68,17.06,560.9,15886056
4060,154,15886617,923.3,L,968,587.6,30,1.87,508,15886646
4061,66,15887146,932.7,L,910.1,529,14,0.75,558,15887159
4062,93,15887570,913.8,L,934.4,567.1,25,0.55,550,15887594
4063,156,15888863,867.6,L,915.7,531.8,32,1.03,547.8,15888894
4064,184,15889066,942.1,L,870.2,549.5,33,1.47,556.6,15889098
4065,171,15889255,903.6,L,957.2,561.9,31,1.1,567.4,15889285
4066,54,15889533,903.5,L,889,577.4,6,0.31,572,15889538
4067,39,15889802,914.6,L,904,562.7,6,0.22,560.2,15889807
4068,213,15889977,603.3,L,912.7,551.7,45,6.27,522.9,15890021
4069,194,15890202,480,L,613.5,536,26,2.66,533,15890227
4070,490,15890421,1285,L,486.6,545.5,56,15.92,561.7,15890476
4071,189,15890749,1404.1,L,1306.3,567.5,24,1.95,566.6,15890772
4072,574,15890927,523.8,L,1403.6,570.6,69,17.48,541.3,15890995
4073,117,15891255,570,L,517.3,544.1,23,1.05,546.1,15891277
4074,306,15891643,314.6,L,577.3,544.1,34,5.17,550.6,15891676
4075,262,15892101,754,L,328.9,547.7,51,8.46,594,15892151
4076,208,15892676,990.9,L,776.5,605.4,38,4.36,625.8,15892713
4077,290,15892990,778.7,L,1005.9,633.6,45,5.08,528.8,15893034
4078,284,15893288,987.2,L,795.5,540,29,4.33,632.8,15893316
4079,180,15893663,910.7,L,1001.2,632.1,24,1.85,622.9,15893686
4080,212,15894214,787.6,L,917.1,615,23,2.65,595.5,15894236
4081,192,15894686,904.3,L,784.1,571.9,25,2.44,573.2,15894710
4082,168,15895606,920,L,831.1,572,25,1.81,577.6,15895630
4083,118,15895870,883.7,L,911.6,560.7,26,0.59,552.1,15895895
4084,159,15896325,818.8,L,870,559.8,31,1.05,565.3,15896355
4085,113,15896585,883.1,L,812.5,563.4,21,1.56,533.4,15896605
4086,366,15896797,565.9,L,882.8,526.1,35,6.6,447.5,15896831
4087,459,15897047,1318.3,L,575.5,446.2,55,14.91,476.8,15897101
4088,86,15897364,1335.6,L,1335.3,483.9,17,0.93,529.3,15897380
4089,178,15897698,958.6,L,1334,533.5,85,7.64,586,15897782
4090,83,15898962,899.6,L,940.1,612.6,61,1.53,675.7,15899022
4091,261,15899301,870.7,L,915.8,618.7,173,1.63,685,15899473
4092,1084,15899728,795.6,L,891.2,663.9,163,2.27,606.2,15899890
4093,1146,15900370,887.2,L,807.3,604.8,197,1.83,647,15900566
4094,90,15901176,879.4,L,884.4,635.3,23,1.67,553.9,15901198
4095,176,15902374,964.1,L,874.3,559.2,23,1.86,575.4,15902396
4096,193,15902594,855.9,L,967.5,569.8,25,2.27,568.8,15902618
4097,176,15903443,927.7,L,870.2,573.8,41,1.2,586.5,15903483
4098,278,15903668,1238.8,L,937.8,588.8,42,6.24,523.4,15903709
4099,604,15903873,470.5,L,1238.6,521.9,63,15.35,556.6,15903935
4100,473,15904329,1267.7,L,459.6,575.7,58,16.14,516.7,15904386
4101,357,15908331,626.9,L,1215.3,513.7,66,11.88,554,15908396
4102,129,15909223,861.8,L,794.7,577,19,1.4,594.2,15909241
4103,45,15909427,889.8,L,877.8,582.5,7,0.31,573.5,15909433
4104,73,15909663,881.2,L,900.5,579.6,19,0.62,556.4,15909681
4105,139,15909958,837.2,L,891.1,550.5,28,1.16,531.7,15909985
4106,222,15910478,556.8,L,823.5,526.1,42,5.4,554.3,15910519
4107,445,15910724,1310,L,565.8,557.7,65,14.88,554.1,15910788
4108,111,15911116,1368.9,L,1334.7,559,23,0.69,564.6,15911138
4109,98,15911705,1296.6,L,1350.8,557.3,15,1.08,556.3,15911719
4110,110,15911961,1342.9,L,1279.1,556.1,21,1.34,576.1,15911981
4111,224,15912213,1581.2,L,1323.6,562.7,43,6.33,753.4,15912255
4112,374,15912459,789.1,L,1589.9,745.9,76,16.97,441.5,15912534
4113,141,15913082,876.7,L,809.3,442,24,1.79,497.9,15913105
4114,120,15913610,934.2,L,873.2,501.1,23,1.57,548,15913632
4115,144,15914159,894.7,L,931.1,540.2,32,0.78,527.8,15914190
4116,98,15915116,884.2,L,884.3,510.8,29,0.05,513.2,15915144
4117,93,15916017,909.5,L,894.5,516.7,24,1.01,563.7,15916040
4118,63,15916286,882,L,913.4,566.6,13,0.64,565.7,15916298
4119,137,15916610,873.4,L,903.4,587.2,27,1.15,539.9,15916636
4120,362,15917306,517.1,L,852,532.3,40,6.78,573.8,15917345
4121,214,15917579,396.1,L,529.6,579.9,25,2.66,561.3,15917603
4122,233,15917845,545.2,L,391.6,560.4,25,3.09,589.9,15917869
4123,253,15918224,366.8,L,580.4,590.7,38,4.31,546.5,15918261
4124,495,15918569,1316.7,L,375.1,549.1,59,18.67,500.7,15918627
4125,546,15918886,474.2,L,1332.7,502.9,64,17.11,552.5,15918949
4126,513,15919307,1325.2,L,479.4,558.1,55,16.88,496.8,15919361
4127,133,15919652,1366.6,L,1345.3,499.1,24,1.64,576.9,15919675
4128,517,15920190,959.5,L,1351.6,580.9,232,7.95,535.4,15920421
4129,197,15920858,1069.7,L,976.5,521.7,25,2.35,589.6,15920882
4130,294,15922254,813.7,L,1073.8,587.6,43,5.36,542.6,15922296
4131,179,15923032,912.7,L,829.4,540.3,25,1.83,574.1,15923056
4132,41,15923283,888.6,L,892.5,568.5,17,0.08,567.5,15923299
4133,124,15923729,897.6,L,897.2,554.4,29,0.28,540.9,15923757
4134,195,15924165,690.4,L,879,540.8,34,3.96,491.3,15924198
4135,243,15924345,545.5,L,684.9,492.7,38,2.83,471.6,15924382
4136,485,15924532,1242.7,L,533.6,479.5,64,14.24,477.8,15924595
4137,123,15925395,1164,L,1257.4,477,38,1.93,495.4,15925432
4138,355,15926631,770.7,L,1187.4,489.1,46,8.45,496.8,15926676
4139,167,15927071,869.6,L,804.7,504.5,30,1.34,515.8,15927100
4140,151,15927458,933.2,L,883.4,522,24,1.05,534.6,15927481
4141,117,15928010,965.3,L,920.6,531.6,22,0.97,548.1,15928031
4142,139,15928288,952.8,L,968.6,553.8,30,0.4,542.1,15928317
4143,47,15928875,954.9,L,937.8,549.7,8,0.35,552.5,15928882
4144,183,15929808,888.4,L,973,548.7,32,1.73,555,15929839
4145,77,15930068,916.7,L,878.9,558,15,0.78,563,15930082
4146,301,15931027,1214.2,L,914.2,558.8,51,6.07,557.5,15931077
4147,460,15931330,397,L,1225,569.3,70,16.46,538.3,15931399
4148,513,15931859,1397.5,L,418.3,548.1,64,19.35,559.5,15931922
4149,380,15932720,994.6,L,1360.6,552.2,47,7.54,630.7,15932766
4150,169,15934124,888.7,L,983.9,621.2,24,2.06,585.8,15934147
4151,177,15934424,804.1,L,900.1,583.5,23,2.08,547.5,15934446
4152,241,15934768,1040,L,818.3,540.7,38,4.51,541.6,15934805
4153,316,15935109,847.1,L,1029,549.7,26,3.7,549.1,15935134
4154,175,15936717,802.5,L,847.7,550.7,30,0.92,556.1,15936746
4155,159,15936868,876.5,L,803.6,562.6,24,1.51,577.9,15936891
4156,159,15937196,842.9,L,887,573.2,29,0.93,561.4,15937224
4157,134,15937469,926.8,L,849.4,568.1,22,1.57,568,15937490
4158,404,15937911,458,L,908,556.9,55,9.11,493.9,15937965
4159,490,15938189,1309.9,L,446.6,503.8,59,17.18,498.5,15938247
4160,147,15938544,1393.4,L,1329.6,505.3,25,1.34,525.8,15938568
4161,401,15939093,828.5,L,1372,529.2,57,10.94,511.9,15939149
4162,84,15941633,823.5,L,839.9,502.4,19,0.34,499,15941651
4163,45,15942829,865.3,L,844.9,491,11,0.44,498.4,15942839
